index,latitude,longitude,subzone,region,monthly_rent
29197,1.380015,103.878742,132,3,2000
29198,1.283247,103.827855,127,0,3800
29199,1.331049,103.935539,8,1,2300
29200,1.391875,103.877855,45,3,3150
29201,1.381931,103.745583,29,4,3450
29202,1.366292,103.853496,31,3,3050
29203,1.336597,103.695378,151,4,3150
29204,1.433716,103.793326,141,2,2600
29205,1.391683,103.89988,105,3,3350
29206,1.314273,103.771361,34,4,2100
29207,1.366956,103.858031,31,3,1950
29208,1.391252,103.884325,4,3,2000
29209,1.431064,103.772259,139,2,2400
29210,1.293313,103.808253,80,0,3700
29211,1.37387,103.880563,132,3,3350
29212,1.435426,103.796999,140,2,1900
29213,1.375014,103.887338,58,3,2000
29214,1.3832,103.897433,38,3,2100
29215,1.335854,103.878933,60,0,2400
29216,1.287151,103.811833,1,0,3150
29217,1.403076,103.904945,83,3,2000
29218,1.330939,103.858182,72,0,1900
29219,1.37176,103.881456,58,3,3050
29220,1.324723,103.886686,79,0,1600
29221,1.401588,103.905265,83,3,2500
29222,1.375264,103.947901,90,1,2500
29223,1.319621,103.747111,121,4,1600
29224,1.434232,103.788857,141,2,2500
29225,1.433453,103.788654,141,2,1950
29226,1.436221,103.79841,140,2,2300
29227,1.390889,103.890634,4,3,3800
29228,1.448679,103.800771,140,2,2300
29229,1.377835,103.934583,92,1,1900
29230,1.416451,103.836741,147,2,1650
29231,1.279551,103.827401,65,0,2100
29232,1.3044,103.762746,35,4,2300
29233,1.370892,103.844768,69,3,2400
29234,1.29573,103.80976,80,0,3350
29235,1.400647,103.906007,97,3,2750
29236,1.322176,103.764912,34,4,3150
29237,1.382845,103.743157,29,4,1900
29238,1.324889,103.920247,70,1,2300
29239,1.322994,103.90445,48,0,2250
29240,1.352413,103.702221,138,4,2100
29241,1.429342,103.834049,148,2,2200
29242,1.371626,103.857736,26,3,3050
29243,1.348362,103.850897,13,0,2850
29244,1.27791,103.822536,125,0,1600
29245,1.339976,103.74216,149,4,3250
29246,1.325876,103.932493,8,1,1950
29247,1.31158,103.764211,33,4,2150
29248,1.430841,103.831855,148,2,2400
29249,1.415818,103.833983,147,2,1800
29250,1.346109,103.698427,151,4,2350
29251,1.293359,103.8088,80,0,3050
29252,1.433867,103.789473,141,2,3150
29253,1.275072,103.825887,124,0,2700
29254,1.419304,103.835329,147,2,2600
29255,1.392412,103.741549,30,4,4200
29256,1.370998,103.857856,26,3,1800
29257,1.368804,103.841618,110,3,3150
29258,1.307249,103.798938,37,0,1800
29259,1.385795,103.905414,100,3,2850
29260,1.390008,103.892034,4,3,2000
29261,1.321013,103.900973,48,0,3700
29262,1.383871,103.763691,101,4,3050
29263,1.343668,103.756052,22,4,2400
29264,1.395167,103.901789,105,3,2400
29265,1.320773,103.737035,121,4,1900
29266,1.451891,103.818161,104,2,2100
29267,1.421856,103.833859,71,2,2500
29268,1.353569,103.888706,77,3,1850
29269,1.328564,103.930037,8,1,3000
29270,1.340328,103.698247,61,4,3700
29271,1.32112,103.866787,12,0,2000
29272,1.344889,103.953241,111,1,3150
29273,1.43759,103.789674,85,2,1800
29274,1.374823,103.891367,58,3,1900
29275,1.30936,103.793205,53,0,2300
29276,1.317474,103.782098,133,0,3050
29277,1.436497,103.802301,140,2,3250
29278,1.33082,103.925596,8,1,1950
29279,1.35309,103.883961,77,3,4200
29280,1.306289,103.761518,35,4,2100
29281,1.341238,103.84639,129,0,1950
29282,1.274426,103.839672,42,0,5250
29283,1.392745,103.87772,45,3,2100
29284,1.344398,103.701664,61,4,5050
29285,1.369122,103.851616,31,3,2450
29286,1.314569,103.761613,33,4,2200
29287,1.273131,103.821663,124,0,2300
29288,1.337552,103.925449,9,1,3050
29289,1.356968,103.938987,117,1,3850
29290,1.343263,103.756531,22,4,3700
29291,1.314239,103.870914,14,0,3150
29292,1.360265,103.958372,117,1,1300
29293,1.341176,103.856066,76,0,4000
29294,1.376937,103.742296,68,4,2000
29295,1.378519,103.749631,122,4,2100
29296,1.328273,103.903594,66,0,3800
29297,1.354222,103.932354,118,1,2100
29298,1.345746,103.941348,118,1,2950
29299,1.347526,103.935184,118,1,1800
29300,1.374426,103.947356,90,1,2100
29301,1.343378,103.757175,22,4,1900
29302,1.338745,103.847253,17,0,3150
29303,1.393926,103.887958,4,3,3550
29304,1.394722,103.909874,97,3,3250
29305,1.352262,103.953586,117,1,1800
29306,1.390889,103.890634,4,3,3550
29307,1.371017,103.839305,69,3,2750
29308,1.330051,103.924118,8,1,1850
29309,1.325196,103.88804,79,0,850
29310,1.349028,103.939568,118,1,3800
29311,1.32378,103.90233,48,0,2250
29312,1.418218,103.831602,71,2,3550
29313,1.336877,103.724556,116,4,2100
29314,1.371578,103.962508,91,1,3350
29315,1.366451,103.872111,108,3,2400
29316,1.397672,103.905599,97,3,2500
29317,1.427676,103.846523,146,2,1900
29318,1.37089,103.874391,109,3,1900
29319,1.331311,103.925308,8,1,3350
29320,1.280918,103.82837,126,0,3450
29321,1.382874,103.894604,38,3,3900
29322,1.445384,103.795976,140,2,1700
29323,1.432972,103.774927,142,2,2150
29324,1.274133,103.809633,123,0,4400
29325,1.396124,103.909284,97,3,2100
29326,1.334547,103.845078,128,0,2600
29327,1.325925,103.856823,6,0,2350
29328,1.319169,103.769054,34,4,2500
29329,1.292721,103.814836,80,0,2850
29330,1.307434,103.801144,37,0,2000
29331,1.306185,103.796881,53,0,2400
29332,1.32337,103.904404,48,0,1600
29333,1.282314,103.829312,126,0,2400
29334,1.386185,103.900551,105,3,1600
29335,1.390163,103.877056,45,3,2950
29336,1.317444,103.886374,2,0,2850
29337,1.349208,103.731256,150,4,1850
29338,1.375637,103.888739,58,3,2400
29339,1.31935,103.943632,10,1,1950
29340,1.39121,103.874689,45,3,3550
29341,1.359005,103.847007,82,0,3700
29342,1.347319,103.854162,13,0,2000
29343,1.399146,103.747205,143,4,2500
29344,1.389001,103.892763,105,3,2600
29345,1.353264,103.948115,117,1,2600
29346,1.422331,103.846133,146,2,2100
29347,1.363484,103.752171,50,4,2600
29348,1.32033,103.74939,121,4,2850
29349,1.383715,103.895589,38,3,2600
29350,1.400654,103.900349,83,3,1700
29351,1.393655,103.890915,4,3,4000
29352,1.375199,103.738966,95,4,2200
29353,1.37398,103.947507,90,1,2750
29354,1.277799,103.841403,28,0,4500
29355,1.379355,103.762296,59,4,2400
29356,1.397238,103.914915,137,3,2400
29357,1.284963,103.845618,27,0,2950
29358,1.3918,103.745621,30,4,1800
29359,1.351739,103.935952,118,1,4600
29360,1.428476,103.844071,146,2,1600
29361,1.331008,103.938067,8,1,3450
29362,1.302381,103.909239,81,0,2200
29363,1.378556,103.768749,59,4,1600
29364,1.385096,103.892548,38,3,2850
29365,1.366279,103.888809,73,3,2550
29366,1.388895,103.772906,43,4,3550
29367,1.318073,103.897088,48,0,2600
29368,1.305385,103.76802,36,4,2950
29369,1.281489,103.827672,127,0,4400
29370,1.309054,103.794063,53,0,2950
29371,1.366187,103.871419,108,3,2600
29372,1.320486,103.861075,12,0,3050
29373,1.383512,103.896374,38,3,2300
29374,1.271767,103.826622,124,0,2000
29375,1.310411,103.886398,2,0,2600
29376,1.378937,103.751182,122,4,1900
29377,1.379039,103.886062,132,3,4000
29378,1.317603,103.901707,48,0,2850
29379,1.349104,103.952628,117,1,2100
29380,1.427238,103.83405,148,2,2200
29381,1.315054,103.870304,14,0,2950
29382,1.336206,103.704177,61,4,1600
29383,1.431281,103.83183,148,2,2100
29384,1.281569,103.807732,40,0,3550
29385,1.436133,103.795264,85,2,2200
29386,1.347813,103.950409,117,1,2100
29387,1.334704,103.929041,8,1,1600
29388,1.320058,103.866939,12,0,4700
29389,1.34146,103.745678,130,4,2850
29390,1.335426,103.696935,61,4,3800
29391,1.347754,103.952437,117,1,1800
29392,1.446318,103.822538,102,2,1600
29393,1.321969,103.739226,121,4,2200
29394,1.403034,103.901689,83,3,2300
29395,1.293086,103.811885,80,0,2950
29396,1.370169,103.893626,56,3,2950
29397,1.290021,103.803188,84,0,1450
29398,1.430687,103.836574,88,2,2100
29399,1.305378,103.799324,37,0,2500
29400,1.272099,103.823245,124,0,2500
29401,1.40431,103.907413,137,3,2100
29402,1.377691,103.842745,144,3,2850
29403,1.313067,103.767339,34,4,2750
29404,1.374526,103.875744,109,3,5250
29405,1.396326,103.744957,30,4,2300
29406,1.332966,103.939963,8,1,2100
29407,1.376159,103.940839,92,1,2300
29408,1.436642,103.799602,140,2,2300
29409,1.351461,103.956075,117,1,2300
29410,1.378101,103.736002,95,4,2100
29411,1.37194,103.955452,91,1,2500
29412,1.31926,103.945203,10,1,2100
29413,1.348143,103.853912,13,0,2500
29414,1.289075,103.815318,1,0,2950
29415,1.310236,103.884816,2,0,2300
29416,1.403964,103.750566,143,4,2500
29417,1.376357,103.842056,69,3,2500
29418,1.345746,103.941348,118,1,1900
29419,1.403494,103.748677,143,4,2100
29420,1.398798,103.915846,137,3,3300
29421,1.356167,103.9503,117,1,2500
29422,1.338403,103.772686,3,0,4000
29423,1.386551,103.906741,100,3,2500
29424,1.389065,103.877152,45,3,3000
29425,1.33432,103.851714,16,0,3150
29426,1.398557,103.908509,97,3,3150
29427,1.388292,103.772895,43,4,1800
29428,1.389107,103.743365,30,4,2600
29429,1.310103,103.788546,49,0,2950
29430,1.34642,103.853593,13,0,5050
29431,1.397404,103.908974,97,3,2500
29432,1.396829,103.901187,105,3,2200
29433,1.345134,103.70206,61,4,2250
29434,1.358231,103.845705,82,0,4700
29435,1.375872,103.768136,59,4,3350
29436,1.359086,103.949767,117,1,2750
29437,1.275987,103.841192,28,0,3550
29438,1.331766,103.843423,128,0,1650
29439,1.314307,103.85666,74,0,2850
29440,1.331305,103.909992,62,1,3050
29441,1.336073,103.696715,61,4,2750
29442,1.397199,103.906826,97,3,2050
29443,1.379717,103.771871,7,4,2450
29444,1.370189,103.852429,26,3,2100
29445,1.400754,103.74926,143,4,2100
29446,1.389939,103.87648,45,3,2200
29447,1.30337,103.90744,81,0,3600
29448,1.337237,103.918924,9,1,1800
29449,1.34285,103.702804,61,4,4700
29450,1.394097,103.894422,105,3,2300
29451,1.331893,103.851025,128,0,2350
29452,1.387865,103.904673,100,3,2100
29453,1.348464,103.856095,13,0,2950
29454,1.314016,103.761827,33,4,1650
29455,1.33227,103.85636,72,0,2100
29456,1.330876,103.92806,8,1,2350
29457,1.377527,103.893597,57,3,2600
29458,1.352752,103.754824,51,4,1900
29459,1.433716,103.793326,141,2,2150
29460,1.334531,103.847566,128,0,2850
29461,1.286835,103.831348,126,0,4450
29462,1.304679,103.800424,37,0,2100
29463,1.348496,103.752608,20,4,2750
29464,1.339516,103.857051,94,0,2000
29465,1.3679,103.846887,131,3,2100
29466,1.349649,103.870212,107,3,3350
29467,1.435075,103.840795,88,2,3700
29468,1.308383,103.759784,35,4,1900
29469,1.352723,103.74124,18,4,2600
29470,1.370613,103.879209,58,3,3000
29471,1.305378,103.799324,37,0,2300
29472,1.27396,103.81215,123,0,2100
29473,1.347549,103.848881,13,0,3550
29474,1.304451,103.909649,81,0,3050
29475,1.293482,103.804917,84,0,3150
29476,1.275738,103.809189,123,0,2600
29477,1.354747,103.868732,107,3,1900
29478,1.444386,103.832078,103,2,3700
29479,1.336954,103.928961,9,1,2600
29480,1.420872,103.839139,147,2,2100
29481,1.346,103.695778,151,4,1600
29482,1.337357,103.850391,16,0,1250
29483,1.386612,103.763653,101,4,2300
29484,1.342064,103.743307,149,4,1750
29485,1.374156,103.957818,91,1,2350
29486,1.389711,103.878686,45,3,2450
29487,1.37065,103.83941,69,3,3700
29488,1.440617,103.796647,140,2,2550
29489,1.387136,103.894449,105,3,2300
29490,1.38432,103.768866,43,4,2600
29491,1.447163,103.815014,102,2,2100
29492,1.42052,103.833564,71,2,2950
29493,1.348631,103.94029,118,1,2200
29494,1.444047,103.79749,140,2,3700
29495,1.356153,103.848977,82,0,2400
29496,1.420201,103.836153,147,2,2100
29497,1.376193,103.837038,69,3,2300
29498,1.433163,103.831685,148,2,2400
29499,1.379328,103.836736,144,3,3350
29500,1.349083,103.754518,21,4,1600
29501,1.393394,103.876645,45,3,2000
29502,1.277146,103.828739,65,0,2200
29503,1.374001,103.836432,69,3,1050
29504,1.271757,103.80956,123,0,2100
29505,1.434318,103.787634,139,2,3250
29506,1.367895,103.954722,91,1,2100
29507,1.450484,103.824578,0,2,2000
29508,1.31562,103.770192,34,4,650
29509,1.367975,103.952769,90,1,2850
29510,1.387598,103.89022,4,3,2100
29511,1.322642,103.870597,47,0,2600
29512,1.456113,103.817717,104,2,2750
29513,1.337805,103.850793,16,0,3500
29514,1.452197,103.817932,104,2,2000
29515,1.303912,103.90974,81,0,1950
29516,1.341771,103.706313,61,4,3700
29517,1.445664,103.819022,102,2,3900
29518,1.370881,103.884051,58,3,1700
29519,1.373064,103.883813,58,3,2000
29520,1.374417,103.938207,92,1,3900
29521,1.333858,103.865845,96,0,2750
29522,1.282681,103.826583,127,0,2950
29523,1.444571,103.817847,102,2,2300
29524,1.375805,103.744793,68,4,1050
29525,1.286974,103.839076,93,0,2950
29526,1.348494,103.722163,54,4,4550
29527,1.396609,103.749729,143,4,1950
29528,1.271463,103.825684,124,0,2300
29529,1.311928,103.766985,33,4,2600
29530,1.357559,103.93432,118,1,2400
29531,1.392988,103.912883,97,3,3250
29532,1.334269,103.926542,8,1,2300
29533,1.368008,103.95191,90,1,3800
29534,1.426915,103.837351,145,2,2200
29535,1.377798,103.889734,58,3,1600
29536,1.386593,103.765407,101,4,2750
29537,1.400771,103.917349,137,3,2750
29538,1.430762,103.830481,148,2,1600
29539,1.355385,103.953489,117,1,2750
29540,1.369744,103.856023,26,3,1700
29541,1.33369,103.868811,96,0,1900
29542,1.355193,103.956808,117,1,2200
29543,1.397822,103.748998,143,4,2600
29544,1.326155,103.886047,79,0,1750
29545,1.370615,103.835968,110,3,1850
29546,1.331839,103.912365,62,1,1450
29547,1.27396,103.81215,123,0,2600
29548,1.331049,103.935539,8,1,2600
29549,1.380383,103.746191,29,4,1600
29550,1.365119,103.841742,110,3,2050
29551,1.44094,103.789502,85,2,2600
29552,1.445819,103.801069,140,2,2000
29553,1.400344,103.910541,137,3,2150
29554,1.370313,103.885126,58,3,2300
29555,1.430269,103.840067,146,2,2750
29556,1.375709,103.945482,90,1,4700
29557,1.373899,103.958929,91,1,2300
29558,1.32789,103.721789,116,4,1900
29559,1.349183,103.746567,20,4,2200
29560,1.34758,103.95631,111,1,2100
29561,1.430747,103.781161,139,2,2600
29562,1.363612,103.747645,55,4,2950
29563,1.356742,103.939692,117,1,3250
29564,1.368169,103.872938,108,3,3950
29565,1.435669,103.792605,85,2,2500
29566,1.377939,103.750915,122,4,2000
29567,1.336283,103.859027,94,0,1800
29568,1.349017,103.712179,15,4,1450
29569,1.314478,103.851072,64,0,2950
29570,1.36875,103.837993,110,3,1800
29571,1.300743,103.853564,136,0,2000
29572,1.350447,103.744472,23,4,1150
29573,1.326533,103.886634,79,0,2100
29574,1.367779,103.960766,91,1,3150
29575,1.378141,103.891258,58,3,2000
29576,1.274699,103.840485,42,0,2950
29577,1.441333,103.806136,140,2,2100
29578,1.399968,103.909013,97,3,2100
29579,1.404239,103.905015,98,3,2600
29580,1.452227,103.814426,104,2,1850
29581,1.3666,103.855579,31,3,3150
29582,1.352291,103.715246,54,4,1900
29583,1.354765,103.750885,51,4,2150
29584,1.313493,103.769855,34,4,4100
29585,1.346751,103.84799,13,0,2350
29586,1.375314,103.836246,69,3,2100
29587,1.325024,103.854232,6,0,2750
29588,1.343873,103.70143,61,4,1850
29589,1.329295,103.903635,66,0,2300
29590,1.323695,103.934995,10,1,2600
29591,1.32687,103.941833,8,1,2850
29592,1.306723,103.783524,41,0,2950
29593,1.311103,103.765863,33,4,4400
29594,1.326237,103.940828,8,1,2600
29595,1.341229,103.694394,151,4,3250
29596,1.30267,103.90904,81,0,3150
29597,1.320106,103.765573,34,4,2550
29598,1.325442,103.926208,70,1,1800
29599,1.378166,103.740968,68,4,1800
29600,1.338798,103.734808,149,4,2200
29601,1.453033,103.817651,104,2,2500
29602,1.400326,103.900735,83,3,2100
29603,1.358547,103.888524,77,3,2300
29604,1.327483,103.721044,116,4,2000
29605,1.388518,103.891083,4,3,2150
29606,1.37937,103.742869,68,4,3700
29607,1.377939,103.750915,122,4,2950
29608,1.287421,103.828416,24,0,2600
29609,1.341092,103.708024,61,4,2600
29610,1.358948,103.832788,135,0,2950
29611,1.364459,103.744992,55,4,2500
29612,1.306589,103.855219,75,0,3900
29613,1.329553,103.901229,66,0,2500
29614,1.306185,103.796881,53,0,2100
29615,1.324679,103.93977,10,1,2500
29616,1.370245,103.870823,108,3,2300
29617,1.351868,103.948463,117,1,2500
29618,1.285728,103.832592,126,0,3300
29619,1.341517,103.699899,61,4,3800
29620,1.327074,103.923188,70,1,2500
29621,1.370175,103.88223,58,3,1350
29622,1.346055,103.742606,23,4,2250
29623,1.404421,103.907861,137,3,2400
29624,1.304221,103.8004,37,0,2600
29625,1.432967,103.836238,88,2,2500
29626,1.316235,103.876881,2,0,2600
29627,1.389105,103.741287,30,4,3050
29628,1.403584,103.909264,137,3,2100
29629,1.336222,103.881103,60,0,4100
29630,1.323742,103.90436,48,0,1700
29631,1.39832,103.74588,143,4,2100
29632,1.349705,103.748403,20,4,3150
29633,1.31514,103.850798,64,0,2500
29634,1.323233,103.885605,79,0,2300
29635,1.354039,103.946584,117,1,3350
29636,1.357389,103.892168,77,3,1800
29637,1.428179,103.841272,146,2,3350
29638,1.35843,103.871224,108,3,2250
29639,1.365141,103.848704,131,3,2950
29640,1.288716,103.816855,99,0,3250
29641,1.382337,103.894511,38,3,3700
29642,1.309233,103.852361,44,0,2850
29643,1.337936,103.700586,61,4,2500
29644,1.392693,103.899877,105,3,2500
29645,1.321398,103.93973,10,1,3350
29646,1.318821,103.749226,121,4,4000
29647,1.352517,103.931547,118,1,2750
29648,1.383492,103.900312,100,3,2600
29649,1.3483,103.950059,117,1,2400
29650,1.380493,103.88094,132,3,2300
29651,1.34962,103.756432,21,4,2300
29652,1.350115,103.838728,135,0,1900
29653,1.361067,103.750625,55,4,2300
29654,1.310909,103.770664,36,4,2700
29655,1.323864,103.933399,10,1,2200
29656,1.393784,103.910981,97,3,1900
29657,1.309144,103.78842,49,0,3050
29658,1.304341,103.76653,36,4,2000
29659,1.305586,103.800744,37,0,3700
29660,1.388518,103.891083,4,3,3800
29661,1.283912,103.816006,25,0,1800
29662,1.374488,103.876465,109,3,4100
29663,1.431957,103.781112,139,2,2300
29664,1.317571,103.898648,48,0,2850
29665,1.348494,103.721245,54,4,3450
29666,1.337815,103.845131,129,0,3250
29667,1.388318,103.872936,45,3,2950
29668,1.399633,103.911459,137,3,3700
29669,1.422097,103.84956,146,2,1750
29670,1.370097,103.837688,69,3,1800
29671,1.377557,103.887556,132,3,1900
29672,1.378622,103.885053,132,3,2100
29673,1.309416,103.8839,2,0,3350
29674,1.457071,103.815308,104,2,2250
29675,1.271757,103.80956,123,0,650
29676,1.328103,103.932938,8,1,2000
29677,1.358196,103.945016,117,1,2000
29678,1.327853,103.854994,6,0,2850
29679,1.443921,103.796032,140,2,2100
29680,1.3692,103.947298,90,1,3150
29681,1.358779,103.945268,117,1,1600
29682,1.375374,103.854259,26,3,3450
29683,1.335704,103.724078,116,4,1900
29684,1.381721,103.895198,38,3,3150
29685,1.334526,103.855915,16,0,2350
29686,1.42888,103.841529,146,2,1650
29687,1.321923,103.762385,34,4,3450
29688,1.354628,103.867069,107,3,2750
29689,1.343453,103.754788,22,4,2600
29690,1.335341,103.854859,16,0,3700
29691,1.421839,103.832765,71,2,2050
29692,1.355632,103.957953,117,1,2450
29693,1.442049,103.798789,140,2,1900
29694,1.382137,103.895742,38,3,3050
29695,1.376471,103.772398,7,4,1800
29696,1.367421,103.845904,131,3,1900
29697,1.295794,103.809265,80,0,5150
29698,1.370203,103.834688,110,3,2750
29699,1.376029,103.772784,7,4,1900
29700,1.379258,103.762997,59,4,2200
29701,1.368077,103.854353,31,3,2750
29702,1.320934,103.764986,34,4,2600
29703,1.321598,103.736923,121,4,1800
29704,1.386802,103.901133,105,3,3050
29705,1.348885,103.742036,23,4,1950
29706,1.342315,103.846509,129,0,2150
29707,1.343334,103.704701,61,4,3700
29708,1.35214,103.930768,118,1,2100
29709,1.389711,103.878686,45,3,1900
29710,1.434367,103.835603,88,2,2750
29711,1.346258,103.715155,15,4,1250
29712,1.324854,103.926038,70,1,3950
29713,1.285381,103.830401,126,0,3150
29714,1.349483,103.694556,151,4,2500
29715,1.282758,103.825206,127,0,3100
29716,1.318389,103.886676,2,0,1900
29717,1.349006,103.751707,20,4,3350
29718,1.335845,103.697293,61,4,2500
29719,1.302381,103.909239,81,0,3700
29720,1.353448,103.704411,138,4,3150
29721,1.390586,103.891617,4,3,3550
29722,1.381833,103.893909,38,3,2500
29723,1.348003,103.855396,13,0,2600
29724,1.372068,103.889664,58,3,2750
29725,1.431022,103.837623,88,2,2750
29726,1.404559,103.897505,83,3,2000
29727,1.321844,103.739873,121,4,2300
29728,1.323135,103.912046,70,1,2950
29729,1.325341,103.925435,70,1,1750
29730,1.374528,103.772867,7,4,3350
29731,1.420369,103.844404,146,2,2750
29732,1.306749,103.760634,35,4,2500
29733,1.434323,103.795844,140,2,2300
29734,1.368804,103.841618,110,3,2950
29735,1.304221,103.8004,37,0,3700
29736,1.448174,103.803035,140,2,2400
29737,1.441131,103.805148,140,2,2400
29738,1.307436,103.783629,41,0,3000
29739,1.314896,103.764423,33,4,4300
29740,1.341117,103.744795,130,4,3150
29741,1.322837,103.939125,10,1,2300
29742,1.337813,103.844332,129,0,1600
29743,1.386025,103.770848,43,4,2100
29744,1.387563,103.891211,4,3,1850
29745,1.377573,103.775353,7,4,2750
29746,1.292255,103.802857,84,0,3150
29747,1.384169,103.896648,38,3,2600
29748,1.4301,103.833118,148,2,3150
29749,1.273901,103.839417,42,0,2550
29750,1.34548,103.749956,20,4,2400
29751,1.387065,103.892736,105,3,2400
29752,1.281489,103.827672,127,0,2750
29753,1.328034,103.904398,66,0,2850
29754,1.33387,103.942057,8,1,1900
29755,1.33675,103.851794,16,0,1800
29756,1.30762,103.793464,53,0,2200
29757,1.325876,103.932493,8,1,2100
29758,1.360333,103.749692,55,4,2100
29759,1.396131,103.888097,4,3,1900
29760,1.376471,103.772398,7,4,1850
29761,1.39105,103.888847,4,3,3900
29762,1.324252,103.941572,10,1,2200
29763,1.347508,103.730561,150,4,1900
29764,1.326043,103.926488,70,1,1700
29765,1.376025,103.945946,90,1,2300
29766,1.401368,103.907096,97,3,3150
29767,1.400936,103.899199,83,3,2000
29768,1.431746,103.838296,88,2,3050
29769,1.307705,103.801272,37,0,2300
29770,1.325132,103.885611,79,0,1700
29771,1.277449,103.841667,28,0,6300
29772,1.403135,103.749793,143,4,3700
29773,1.346073,103.958432,111,1,3800
29774,1.346258,103.715155,15,4,2350
29775,1.358312,103.842088,82,0,2200
29776,1.36255,103.745771,55,4,3450
29777,1.308638,103.884645,2,0,4950
29778,1.327563,103.935735,8,1,2100
29779,1.323742,103.90436,48,0,2500
29780,1.320502,103.863341,12,0,2100
29781,1.348384,103.75352,20,4,2400
29782,1.388044,103.771068,43,4,1900
29783,1.370312,103.957566,91,1,2100
29784,1.350913,103.837585,135,0,2400
29785,1.348384,103.75352,20,4,1700
29786,1.348249,103.944921,117,1,2750
29787,1.451576,103.815157,104,2,3700
29788,1.273901,103.839417,42,0,2950
29789,1.288077,103.827081,24,0,3700
29790,1.353922,103.751141,51,4,2050
29791,1.355905,103.947447,117,1,3050
29792,1.344622,103.959417,111,1,2400
29793,1.434349,103.838614,88,2,2850
29794,1.293751,103.811957,80,0,3150
29795,1.377752,103.878665,132,3,3450
29796,1.303768,103.914176,81,0,1950
29797,1.39387,103.878517,45,3,2950
29798,1.34037,103.69584,61,4,2450
29799,1.379725,103.881133,132,3,3800
29800,1.347646,103.712933,15,4,1700
29801,1.344408,103.690959,151,4,2200
29802,1.300165,103.884228,120,0,1700
29803,1.407803,103.899609,98,3,3800
29804,1.332654,103.850212,128,0,3350
29805,1.435669,103.792605,85,2,2800
29806,1.371669,103.961764,91,1,3150
29807,1.34285,103.702804,61,4,3150
29808,1.326043,103.926488,70,1,1900
29809,1.349224,103.934913,118,1,1700
29810,1.337161,103.858354,94,0,4700
29811,1.35493,103.87364,107,3,2500
29812,1.273682,103.806579,123,0,2950
29813,1.361904,103.951539,117,1,2400
29814,1.33155,103.885518,79,0,1700
29815,1.333691,103.722503,116,4,2100
29816,1.364877,103.856287,31,3,1700
29817,1.373608,103.858205,26,3,1600
29818,1.347206,103.946642,117,1,2100
29819,1.450086,103.827067,0,2,1800
29820,1.334328,103.854491,16,0,4200
29821,1.343026,103.70688,61,4,2100
29822,1.362465,103.954683,117,1,2100
29823,1.39624,103.908007,97,3,1900
29824,1.333483,103.937543,8,1,2450
29825,1.326612,103.858436,6,0,1800
29826,1.441911,103.789471,85,2,2100
29827,1.375877,103.840067,69,3,1900
29828,1.327506,103.923264,70,1,1750
29829,1.303636,103.799462,37,0,1900
29830,1.342024,103.73901,149,4,2100
29831,1.348837,103.746022,20,4,4300
29832,1.284587,103.82436,52,0,2400
29833,1.325737,103.887054,79,0,1750
29834,1.376952,103.891749,58,3,1850
29835,1.282955,103.827983,127,0,3400
29836,1.347495,103.940763,118,1,3150
29837,1.313131,103.850868,64,0,2300
29838,1.453033,103.817651,104,2,3450
29839,1.401014,103.747524,143,4,2100
29840,1.369047,103.870584,108,3,2850
29841,1.37795,103.904346,67,3,3550
29842,1.400647,103.906007,97,3,3900
29843,1.36885,103.844565,110,3,1600
29844,1.335501,103.697514,61,4,2500
29845,1.3772,103.769853,59,4,1900
29846,1.303348,103.863134,39,0,4200
29847,1.36511,103.847379,131,3,2100
29848,1.358073,103.891947,77,3,3350
29849,1.305724,103.912531,81,0,2100
29850,1.321,103.868321,47,0,2000
29851,1.335961,103.93599,9,1,2500
29852,1.446027,103.796072,140,2,1900
29853,1.305424,103.914005,81,0,2750
29854,1.336286,103.847479,128,0,2600
29855,1.362388,103.857881,31,3,2100
29856,1.32112,103.866787,12,0,3150
29857,1.330008,103.842533,128,0,2000
29858,1.362658,103.891922,77,3,3350
29859,1.326713,103.940892,8,1,2300
29860,1.350913,103.837585,135,0,3450
29861,1.349556,103.720801,54,4,3800
29862,1.349587,103.726315,54,4,3250
29863,1.34832,103.716955,54,4,3150
29864,1.335851,103.936778,9,1,2500
29865,1.429234,103.828881,148,2,1700
29866,1.318363,103.769846,34,4,3150
29867,1.418397,103.837739,147,2,2300
29868,1.367704,103.854214,31,3,3700
29869,1.436916,103.832132,148,2,2700
29870,1.40035,103.746993,143,4,1950
29871,1.37133,103.872923,109,3,2300
29872,1.337084,103.853541,16,0,2600
29873,1.38411,103.740646,95,4,2100
29874,1.271757,103.80956,123,0,2950
29875,1.355329,103.889376,77,3,1800
29876,1.340729,103.746781,130,4,2600
29877,1.287017,103.816375,99,0,2300
29878,1.34681,103.849041,13,0,3300
29879,1.286337,103.829205,126,0,4850
29880,1.339516,103.857051,94,0,1900
29881,1.333184,103.724354,116,4,1700
29882,1.389939,103.87648,45,3,3150
29883,1.380201,103.835756,144,3,2600
29884,1.278159,103.820475,125,0,2100
29885,1.355949,103.869581,108,3,1900
29886,1.323538,103.869148,47,0,2100
29887,1.373178,103.953731,91,1,3700
29888,1.384222,103.763767,101,4,3800
29889,1.432334,103.780227,139,2,2300
29890,1.426475,103.829916,148,2,2400
29891,1.432722,103.796846,141,2,2750
29892,1.337165,103.857229,94,0,3350
29893,1.326914,103.902623,66,0,4300
29894,1.371233,103.886918,58,3,2450
29895,1.339647,103.693272,151,4,3800
