index,num_shopping_mall_500m,nearest_shopping_mall_dist
30055,1,359.24
30056,1,408.86
30057,0,678.93
30058,0,629.71
30059,2,195.87
30060,1,450.79
30061,2,400.43
30062,0,1372.55
30063,0,520.31
30064,1,368.78
30065,1,177.78
30066,1,474.12
30067,0,1112.57
30068,0,842.29
30069,1,346.56
30070,0,974.26
30071,0,732.99
30072,0,567.95
30073,2,347.12
30074,0,831.95
30075,1,442.95
30076,0,1118.7
30077,0,806.87
30078,2,222.68
30079,2,413.6
30080,0,617.32
30081,1,449.18
30082,2,208.43
30083,2,326.89
30084,1,455.68
30085,1,76.88
30086,0,624.08
30087,0,576.42
30088,0,800.55
30089,0,2078.93
30090,0,535.42
30091,1,145.6
30092,1,366.96
30093,1,182.9
30094,0,827.52
30095,0,1236.28
30096,0,643.46
30097,1,323.16
30098,1,430.6
30099,0,564.56
30100,3,52.07
30101,1,438.17
30102,1,261.12
30103,0,1093.57
30104,0,743.64
30105,1,203.49
30106,0,616.64
30107,0,717.59
30108,0,666.49
30109,0,1520.99
30110,0,1001.22
30111,0,1482.83
30112,0,1142.16
30113,0,999.21
30114,1,386.79
30115,0,915.32
30116,1,211.37
30117,0,1509.29
30118,0,1962.38
30119,0,730.05
30120,0,686.98
30121,1,255.77
30122,0,605.73
30123,0,1342.96
30124,0,608.09
30125,1,472.08
30126,0,969.25
30127,0,1096.45
30128,1,439.49
30129,1,307.38
30130,0,625.25
30131,0,714.87
30132,0,711.39
30133,0,1226.28
30134,0,1095.94
30135,0,557.48
30136,0,742.49
30137,0,1064.78
30138,0,1454.18
30139,1,461.82
30140,0,747.43
30141,0,961.17
30142,1,366.84
30143,1,173.41
30144,2,225.42
30145,3,338.05
30146,0,505.21
30147,0,613.82
30148,1,458.07
30149,1,216.68
30150,0,904.97
30151,1,197.87
30152,1,256.94
30153,0,1036.97
30154,0,864.7
30155,0,956.39
30156,0,660.11
30157,1,402.52
30158,0,1404.18
30159,0,551.06
30160,0,1187.38
30161,0,807.18
30162,0,671.32
30163,0,654.48
30164,1,196.25
30165,0,567.24
30166,0,593.06
30167,1,319.39
30168,0,1010.8
30169,1,310.25
30170,0,547.65
30171,0,912.02
30172,0,1000.79
30173,0,1461.53
30174,1,312.09
30175,0,975.59
30176,0,500.17
30177,0,672.02
30178,0,711.82
30179,2,364.75
30180,1,272.19
30181,1,211.37
30182,0,648.14
30183,2,222.89
30184,1,289.58
30185,1,415.56
30186,0,751.85
30187,0,1307.65
30188,0,594.42
30189,1,308.54
30190,1,335.51
30191,2,401.56
30192,0,575.55
30193,0,761.26
30194,0,1083.82
30195,3,107.75
30196,1,484.87
30197,0,2008.73
30198,0,806.58
30199,1,374.81
30200,0,661.65
30201,0,897.72
30202,1,269.38
30203,0,766.91
30204,0,2022.86
30205,0,567.95
30206,0,793.35
30207,0,608.34
30208,0,821.59
30209,0,983.23
30210,0,1076.59
30211,0,1320.19
30212,0,985.92
30213,0,523.82
30214,1,460.6
30215,1,372.91
30216,0,1519.26
30217,1,295.47
30218,1,256.94
30219,1,368.31
30220,1,396.57
30221,1,301.72
30222,1,324.5
30223,1,465.87
30224,2,238.83
30225,0,1790.71
30226,0,617.24
30227,0,636.68
30228,0,831.38
30229,0,1152.16
30230,1,409.34
30231,1,294.71
30232,0,1854.94
30233,1,175.49
30234,0,672.46
30235,0,818.63
30236,1,402.71
30237,0,1157.0
30238,0,737.16
30239,0,726.83
30240,0,1083.96
30241,0,558.69
30242,0,616.56
30243,1,499.78
30244,1,110.01
30245,2,421.18
30246,1,249.88
30247,0,1191.63
30248,1,469.8
30249,0,1098.96
30250,0,1314.58
30251,0,838.08
30252,0,557.31
30253,1,259.68
30254,0,1629.44
30255,1,345.4
30256,0,895.51
30257,0,814.05
30258,1,315.41
30259,0,840.22
30260,0,853.72
30261,0,513.73
30262,0,1101.83
30263,1,387.16
30264,1,177.14
30265,0,559.53
30266,1,329.56
30267,0,851.6
30268,4,201.39
30269,0,1508.05
30270,1,475.64
30271,0,566.48
30272,1,121.14
30273,2,356.74
30274,0,1692.3
30275,0,933.58
30276,1,216.68
30277,1,416.68
30278,1,194.07
30279,1,422.15
30280,0,1049.45
30281,0,579.99
30282,0,512.57
30283,0,539.36
30284,0,500.04
30285,1,316.01
30286,1,388.95
30287,1,338.87
30288,1,451.92
30289,0,986.62
30290,0,1317.01
30291,0,661.62
30292,0,885.97
30293,0,596.65
30294,0,689.57
30295,0,852.33
30296,0,1508.95
30297,1,298.56
30298,1,245.48
30299,0,1029.5
30300,2,222.68
30301,0,601.42
30302,0,760.73
30303,0,1299.01
30304,1,294.55
30305,0,638.82
30306,1,237.24
30307,0,519.72
30308,1,490.6
30309,1,285.42
30310,1,449.7
30311,0,568.79
30312,2,438.07
30313,0,970.3
30314,0,1582.05
30315,1,326.68
30316,1,398.37
30317,0,1500.26
30318,0,1450.86
30319,1,309.81
30320,0,731.28
30321,1,325.81
30322,1,414.08
30323,0,658.61
30324,0,590.31
30325,1,372.07
30326,1,397.98
30327,2,167.47
30328,1,326.49
30329,1,321.88
30330,2,397.38
30331,1,301.03
30332,0,1065.52
30333,0,686.98
30334,1,458.93
30335,1,310.8
30336,0,720.55
30337,0,1572.27
30338,1,473.13
30339,1,374.19
30340,3,188.97
30341,0,581.28
30342,1,365.18
30343,0,1018.73
30344,0,590.88
30345,1,306.04
30346,0,1059.23
30347,0,551.68
30348,0,629.42
30349,1,304.47
30350,1,161.63
30351,0,549.11
30352,0,1337.16
30353,1,460.14
30354,0,549.63
30355,0,739.38
30356,0,869.0
30357,0,887.63
30358,0,566.31
30359,0,881.8
30360,0,745.72
30361,2,318.14
30362,0,759.36
30363,1,378.23
30364,1,410.06
30365,1,171.28
30366,3,314.83
30367,1,104.17
30368,0,566.99
30369,0,790.83
30370,0,567.43
30371,1,433.15
30372,1,464.88
30373,0,590.76
30374,0,1103.55
30375,0,689.57
30376,1,140.38
30377,0,739.02
30378,0,638.62
30379,1,475.51
30380,0,861.84
30381,0,637.55
30382,0,869.0
30383,0,1053.54
30384,0,523.02
30385,0,1097.77
30386,0,2038.66
30387,0,695.33
30388,0,1685.71
30389,1,490.64
30390,0,1337.16
30391,0,876.24
30392,2,236.5
30393,1,465.95
30394,0,1100.08
30395,0,526.89
30396,1,387.16
30397,1,403.91
30398,2,302.82
30399,0,1059.43
30400,1,330.86
30401,2,343.67
30402,0,644.61
30403,1,480.64
30404,0,1067.61
30405,2,398.0
30406,1,376.63
30407,0,508.07
30408,0,1342.67
30409,0,683.88
30410,1,432.02
30411,0,698.63
30412,1,338.67
30413,0,529.46
30414,0,510.23
30415,0,726.58
30416,2,371.73
30417,0,851.29
30418,1,464.96
30419,0,658.95
30420,0,962.38
30421,0,805.12
30422,1,338.65
30423,0,1227.15
30424,0,602.46
30425,1,445.11
30426,0,651.01
30427,1,365.99
30428,0,781.66
30429,0,894.67
30430,0,1394.29
30431,0,1053.18
30432,0,616.19
30433,0,1520.99
30434,0,936.38
30435,0,831.95
30436,0,767.43
30437,0,1132.47
30438,1,273.22
30439,0,668.61
30440,1,375.58
30441,1,281.51
30442,0,524.05
30443,0,1145.94
30444,0,831.38
30445,0,1026.15
30446,0,565.55
30447,0,1157.74
30448,1,391.83
30449,0,604.3
30450,0,573.34
30451,0,785.69
30452,1,316.01
30453,0,1300.19
30454,0,1175.09
30455,0,710.59
30456,0,593.12
30457,0,1043.44
30458,0,1155.32
30459,0,624.73
30460,0,538.11
30461,0,606.03
30462,0,1006.64
30463,0,545.61
30464,0,802.25
30465,1,491.99
30466,1,133.27
30467,1,379.62
30468,0,614.36
30469,0,600.8
30470,0,630.64
30471,0,821.06
30472,0,518.42
30473,0,1173.53
30474,0,878.22
30475,0,630.43
30476,0,616.62
30477,0,1033.14
30478,0,524.29
30479,1,213.27
30480,0,742.12
30481,0,737.26
30482,0,1331.01
30483,1,377.9
30484,1,453.04
30485,0,508.07
30486,2,298.33
30487,1,335.74
30488,0,1084.83
30489,0,551.73
30490,0,672.12
30491,0,1307.63
30492,0,884.17
30493,0,787.36
30494,1,245.48
30495,0,533.35
30496,0,656.01
30497,0,976.48
30498,0,938.78
30499,0,903.61
30500,1,132.8
30501,0,525.92
30502,0,524.05
30503,2,331.23
30504,1,391.55
30505,1,275.23
30506,0,1127.76
30507,0,1676.53
30508,2,309.04
30509,1,232.35
30510,1,375.18
30511,2,129.33
30512,1,241.31
30513,0,598.14
30514,1,449.7
30515,0,533.55
30516,1,315.44
30517,0,619.31
30518,0,724.04
30519,1,367.09
30520,1,468.28
30521,0,584.07
30522,1,440.71
30523,0,1304.1
30524,0,791.05
30525,1,486.54
30526,0,719.08
30527,0,689.82
30528,2,375.66
30529,1,249.69
30530,1,203.49
30531,0,536.59
30532,1,336.22
30533,1,289.34
30534,0,625.53
30535,1,414.52
30536,0,760.31
30537,0,1387.13
30538,0,609.53
30539,1,267.7
30540,1,466.84
30541,2,98.61
30542,1,331.84
30543,0,934.33
30544,0,862.34
30545,1,252.34
30546,0,1420.75
30547,1,204.12
30548,0,779.71
30549,1,252.34
30550,0,691.35
30551,0,1048.65
30552,0,720.42
30553,0,781.97
30554,1,403.82
30555,2,334.4
30556,1,422.15
30557,0,578.39
30558,0,520.99
30559,1,442.8
30560,0,912.03
30561,0,1315.92
30562,0,964.82
30563,1,494.43
30564,1,465.29
30565,1,89.92
30566,0,1151.65
30567,2,422.43
30568,0,1141.75
30569,0,1109.4
30570,2,439.29
30571,2,381.02
30572,1,336.14
30573,0,1028.36
30574,0,1335.72
30575,0,787.24
30576,0,504.77
30577,0,1134.51
30578,0,768.86
30579,0,749.93
30580,0,997.66
30581,0,1056.56
30582,0,1134.57
30583,1,491.18
30584,0,1026.68
30585,0,693.13
30586,3,156.88
30587,0,508.27
30588,0,955.61
30589,1,213.05
30590,0,761.0
30591,2,325.7
30592,1,152.87
30593,0,701.04
30594,0,691.26
30595,1,276.77
30596,1,357.01
30597,1,364.6
30598,0,796.2
30599,0,739.73
30600,1,235.25
30601,0,678.73
30602,1,152.87
30603,0,982.71
30604,0,974.45
30605,0,624.46
30606,0,623.26
30607,0,1004.82
30608,0,541.04
30609,0,509.22
30610,0,2183.32
30611,1,329.67
30612,1,427.97
30613,1,114.07
30614,0,1461.72
30615,2,393.03
30616,0,568.79
30617,0,728.49
30618,0,743.92
30619,0,804.73
30620,0,1132.47
30621,0,634.62
30622,1,402.36
30623,0,632.56
30624,0,1355.03
30625,1,323.16
30626,2,179.43
30627,0,510.64
30628,0,1258.94
30629,0,654.86
30630,1,335.84
30631,0,568.79
30632,2,359.26
30633,0,1075.3
30634,0,2166.24
30635,2,282.85
30636,0,1026.91
30637,1,279.81
30638,0,721.6
30639,0,713.84
30640,0,626.36
30641,0,690.92
30642,1,472.87
30643,0,882.45
30644,0,510.64
30645,0,695.98
30646,1,377.24
30647,1,291.29
30648,0,572.83
30649,0,585.43
30650,1,359.84
30651,2,309.04
30652,1,57.77
30653,1,365.95
30654,0,545.0
30655,0,507.86
30656,1,301.72
30657,1,220.11
30658,1,499.9
30659,1,274.4
30660,0,746.05
30661,0,989.74
30662,2,273.68
30663,0,1073.35
30664,0,800.73
30665,0,1155.32
30666,0,518.91
30667,0,615.25
30668,2,358.92
30669,6,146.08
30670,1,232.39
30671,2,417.69
30672,0,523.23
30673,0,626.75
30674,1,342.59
30675,1,297.12
30676,1,344.52
30677,0,869.9
30678,1,416.39
30679,0,599.22
30680,0,823.68
30681,2,368.71
30682,1,422.52
30683,0,1340.13
30684,0,1226.32
30685,0,865.84
30686,0,1053.99
30687,1,441.69
30688,0,1018.73
30689,1,345.4
30690,1,236.81
30691,0,1059.23
30692,0,523.57
30693,0,1629.44
30694,1,458.54
30695,0,831.16
30696,0,868.95
30697,0,1065.98
30698,1,417.04
30699,0,1104.32
30700,1,271.81
30701,0,885.47
30702,0,1065.52
30703,1,379.9
30704,1,390.46
30705,0,525.63
30706,0,698.29
30707,0,1083.21
30708,0,924.22
30709,0,969.25
30710,1,108.17
30711,0,1669.34
30712,0,537.67
30713,0,1003.34
30714,1,242.4
30715,0,545.1
30716,1,100.27
30717,0,883.32
30718,0,559.79
30719,0,560.47
30720,0,536.87
30721,0,561.03
30722,0,851.53
30723,0,1274.38
30724,0,823.64
30725,0,1017.74
30726,2,278.13
30727,0,894.06
30728,1,479.1
30729,1,370.21
30730,1,271.88
30731,0,683.56
30732,1,344.52
30733,1,160.32
30734,1,187.96
30735,0,973.56
30736,0,674.16
30737,2,270.96
30738,2,302.52
30739,2,423.59
30740,0,891.17
30741,0,1668.09
30742,0,611.55
30743,0,809.16
30744,1,110.96
30745,0,514.0
30746,0,584.93
30747,0,615.71
30748,1,172.15
30749,0,738.89
30750,0,752.56
30751,0,1086.95
30752,2,282.59
30753,1,387.16
30754,1,243.67
30755,0,605.15
30756,1,357.83
30757,0,736.47
30758,0,779.71
30759,0,726.58
30760,0,941.77
30761,0,872.83
30762,1,462.67
30763,0,662.92
30764,1,403.1
30765,1,422.07
30766,2,195.56
30767,0,587.42
30768,0,1157.56
30769,0,509.13
30770,0,791.81
30771,0,1311.35
30772,0,622.96
30773,0,809.39
30774,0,1020.84
30775,0,523.23
30776,1,338.65
30777,1,310.91
30778,0,876.62
30779,0,1043.39
30780,0,1083.3
30781,1,399.09
30782,1,402.33
30783,1,498.35
30784,2,403.94
30785,0,762.07
30786,1,295.2
30787,0,643.31
30788,1,381.27
30789,1,155.5
30790,0,2055.61
30791,1,235.34
30792,1,377.9
30793,0,831.95
30794,0,1128.71
30795,0,606.53
30796,0,1111.01
30797,2,82.52
30798,0,804.73
30799,0,1353.48
30800,0,562.25
30801,1,251.92
30802,0,860.2
30803,0,874.74
30804,0,541.04
30805,1,262.17
30806,1,372.15
30807,0,812.89
30808,2,406.06
30809,1,425.03
30810,0,1540.1
30811,0,686.36
30812,0,857.22
30813,0,805.85
30814,0,1288.48
30815,1,452.82
30816,1,290.25
30817,0,1247.25
30818,2,462.02
30819,1,444.22
30820,1,342.11
30821,0,516.94
30822,0,796.78
30823,1,394.83
30824,1,382.16
30825,0,560.83
30826,0,662.98
30827,0,1325.46
30828,1,286.58
30829,0,1009.72
30830,0,1511.23
30831,0,1621.27
30832,0,696.33
30833,0,1331.9
30834,2,238.3
30835,0,594.87
30836,2,316.15
30837,0,732.65
30838,0,805.7
30839,2,315.81
30840,0,811.42
30841,0,742.19
30842,0,790.83
30843,0,1472.58
30844,0,840.41
30845,1,142.74
30846,0,1152.16
30847,0,733.81
30848,1,457.04
30849,1,198.34
30850,1,117.7
30851,0,1055.65
30852,2,273.87
30853,0,1506.4
30854,0,634.54
30855,1,283.9
30856,2,397.3
30857,2,381.2
30858,1,220.06
30859,1,466.15
30860,0,853.42
30861,0,868.5
30862,2,351.88
30863,1,490.2
30864,0,842.47
30865,2,315.36
30866,2,147.34
30867,0,717.82
30868,0,932.37
30869,1,352.23
30870,1,446.21
30871,2,199.58
30872,0,615.46
30873,0,1297.32
30874,1,329.75
30875,0,834.61
30876,1,181.26
30877,1,474.07
30878,0,522.75
30879,0,865.92
30880,0,564.15
30881,0,539.32
30882,0,593.48
30883,2,306.01
30884,0,1469.93
30885,2,471.94
30886,0,652.38
30887,1,277.09
30888,0,780.72
30889,0,642.3
30890,1,439.72
30891,1,117.7
30892,1,438.52
30893,0,1053.08
30894,0,806.87
30895,0,565.55
30896,0,1320.4
30897,0,726.14
30898,0,1138.82
30899,1,210.7
30900,0,692.49
30901,0,2070.94
30902,0,914.16
30903,0,686.41
30904,1,392.98
30905,0,1242.75
30906,0,795.59
30907,1,462.97
30908,2,411.54
30909,0,621.21
30910,1,279.5
30911,0,529.17
30912,0,1154.27
30913,1,490.87
30914,2,436.25
30915,0,894.34
30916,1,199.28
30917,0,594.35
30918,0,899.72
30919,1,413.18
30920,6,176.22
30921,0,615.46
30922,0,1109.41
30923,0,1417.77
30924,0,663.52
30925,1,475.64
30926,0,1087.89
30927,0,897.35
30928,0,693.36
30929,0,697.17
30930,1,364.6
30931,1,421.13
30932,1,127.17
30933,1,316.32
30934,0,588.15
30935,3,361.23
30936,0,693.39
30937,0,964.53
30938,0,535.69
30939,0,1079.61
30940,0,1053.18
30941,0,1091.43
30942,0,1121.47
30943,1,293.04
30944,0,934.33
30945,1,408.13
30946,1,498.35
30947,1,431.4
30948,0,1668.44
30949,0,614.35
30950,2,371.09
30951,1,437.79
30952,2,328.0
30953,0,743.92
30954,1,366.48
30955,0,967.61
30956,0,748.64
30957,0,721.6
30958,0,1030.1
30959,0,626.75
30960,0,1028.63
30961,0,697.45
30962,0,695.48
30963,0,1026.15
30964,1,244.4
30965,0,1123.91
30966,0,509.67
30967,0,584.93
30968,1,284.28
30969,0,885.42
30970,0,924.97
30971,0,619.39
30972,0,1389.87
30973,0,510.38
30974,0,921.78
30975,1,431.4
30976,0,1308.0
30977,1,245.41
30978,1,382.16
30979,0,1040.96
30980,0,1097.88
30981,0,1136.17
30982,1,425.03
30983,0,1432.34
30984,0,928.36
30985,1,231.84
30986,0,1142.16
30987,0,566.0
30988,0,1143.49
30989,0,989.29
30990,1,451.92
30991,0,510.64
30992,1,364.6
30993,0,840.41
30994,0,639.2
30995,0,651.77
30996,1,420.84
30997,0,622.53
30998,0,960.92
30999,0,1634.25
31000,1,377.9
31001,1,216.27
31002,0,741.63
31003,0,912.13
31004,0,1031.88
31005,1,364.99
31006,0,880.78
31007,1,296.73
31008,2,285.27
31009,0,735.56
31010,1,387.55
31011,1,358.19
31012,1,415.85
31013,0,1105.08
31014,0,1926.55
31015,0,520.85
31016,1,244.8
31017,0,686.83
31018,1,423.55
31019,1,392.04
31020,0,762.54
31021,1,310.25
31022,0,1226.32
31023,0,919.73
31024,2,266.26
31025,0,1331.01
31026,0,903.59
31027,0,743.22
31028,0,613.01
31029,1,435.81
31030,1,252.66
31031,3,314.83
31032,2,361.05
31033,0,501.44
31034,0,890.54
31035,1,484.54
31036,0,1026.91
31037,1,403.91
31038,0,976.15
31039,0,652.38
31040,0,838.3
31041,0,1127.57
31042,1,488.76
31043,1,457.04
31044,0,548.73
31045,0,706.12
31046,0,1391.48
31047,1,279.5
31048,2,259.0
31049,0,1002.65
31050,0,561.66
31051,0,853.72
31052,1,303.1
31053,1,188.53
31054,0,566.71
31055,0,811.67
31056,0,1259.47
31057,0,1027.91
31058,1,256.5
31059,2,406.36
31060,0,808.6
31061,0,1015.98
31062,0,602.24
31063,0,953.84
31064,0,858.54
31065,1,445.41
31066,0,934.77
31067,0,687.69
31068,0,572.81
31069,0,549.63
31070,0,578.49
31071,1,477.41
31072,0,700.78
31073,0,636.17
31074,2,423.59
31075,1,289.6
31076,0,1036.09
31077,2,340.49
31078,0,858.4
31079,0,807.57
31080,0,584.93
31081,0,1053.18
31082,1,285.42
31083,0,1060.28
31084,0,683.58
31085,0,631.52
31086,0,780.72
31087,0,554.69
31088,1,367.34
31089,0,720.55
31090,0,834.69
31091,0,608.78
31092,1,469.29
31093,0,1038.49
31094,0,551.05
31095,0,637.51
31096,1,360.78
31097,1,420.84
31098,1,159.12
31099,1,394.12
31100,0,668.37
31101,0,805.85
31102,0,973.23
31103,1,410.54
31104,1,208.9
31105,2,314.54
31106,1,401.08
31107,0,814.05
31108,0,1359.5
31109,0,1506.4
31110,0,594.62
31111,0,813.41
31112,2,376.06
31113,0,506.23
31114,0,502.2
31115,0,814.19
31116,0,836.65
31117,0,869.38
31118,0,1051.81
31119,0,1127.57
31120,0,552.73
31121,0,1239.29
31122,0,604.19
31123,1,431.73
31124,0,634.62
31125,0,742.29
31126,0,566.79
31127,1,355.52
31128,1,223.07
31129,0,570.24
31130,2,328.62
31131,0,1026.57
31132,0,1252.65
31133,1,217.1
31134,1,481.99
31135,0,1871.87
31136,3,218.05
31137,2,246.5
31138,1,496.71
31139,0,554.3
31140,0,1077.3
31141,0,579.3
31142,1,356.74
31143,0,819.32
31144,0,989.74
31145,0,816.75
31146,0,524.11
31147,0,1118.43
31148,0,969.25
31149,1,408.52
31150,0,773.8
31151,0,770.23
31152,0,1152.99
31153,0,826.2
31154,0,1417.91
31155,1,432.94
31156,0,649.97
31157,4,226.05
31158,0,1461.53
31159,1,416.84
31160,1,227.46
31161,0,595.96
31162,0,1212.06
31163,1,408.6
31164,0,587.66
31165,0,796.03
31166,2,145.43
31167,0,1020.15
31168,0,1065.17
31169,1,410.5
31170,1,272.42
31171,0,743.92
31172,2,246.5
31173,0,1093.85
31174,0,863.36
31175,0,732.04
31176,1,431.69
31177,2,423.59
31178,0,998.52
31179,1,372.26
31180,2,422.43
31181,0,814.19
31182,1,231.84
31183,0,948.08
31184,1,447.21
31185,0,1267.08
31186,0,600.6
31187,1,105.05
31188,0,626.52
31189,1,350.02
31190,1,428.52
31191,1,482.98
31192,0,565.25
31193,0,651.56
31194,0,765.28
31195,0,707.4
31196,1,252.34
31197,0,1153.23
31198,1,185.66
31199,1,96.38
31200,0,842.53
31201,0,1127.43
31202,1,129.78
31203,0,1128.22
31204,0,873.98
31205,1,440.06
31206,1,262.99
31207,1,204.12
31208,1,322.22
31209,0,584.31
31210,1,410.38
31211,0,623.21
31212,0,1198.11
31213,1,248.41
31214,0,500.88
31215,2,316.71
31216,1,396.51
31217,1,422.52
31218,7,202.14
31219,1,493.36
31220,0,659.57
31221,1,480.19
31222,0,715.88
31223,1,478.71
31224,0,679.04
31225,0,500.46
31226,0,607.93
31227,0,658.95
31228,0,661.63
31229,0,591.77
31230,3,176.95
31231,1,189.5
31232,0,812.89
31233,0,812.8
31234,0,885.19
31235,1,403.84
31236,1,387.55
31237,0,548.48
31238,0,1140.85
31239,0,897.35
31240,1,366.62
31241,0,1125.26
31242,0,979.78
31243,1,453.04
31244,1,413.47
31245,2,354.14
31246,2,409.72
31247,0,606.53
31248,0,1412.38
31249,0,584.93
31250,1,498.51
31251,2,358.92
31252,0,516.26
31253,0,985.92
31254,0,695.57
31255,3,194.88
31256,0,807.18
31257,0,1245.12
31258,1,417.18
31259,0,1257.21
31260,3,194.82
31261,0,802.25
31262,0,842.47
31263,0,997.27
31264,2,181.58
31265,1,369.13
31266,1,439.01
31267,2,224.41
31268,0,720.93
31269,0,972.14
31270,1,342.75
31271,0,589.75
31272,0,579.55
31273,0,1187.04
31274,0,573.24
31275,0,1894.24
31276,0,1174.36
31277,1,487.77
31278,0,677.93
31279,1,463.41
31280,0,1486.48
31281,0,660.08
31282,0,514.11
31283,0,592.81
31284,1,386.89
31285,1,348.57
31286,2,378.31
31287,1,496.1
31288,0,596.24
31289,0,693.13
31290,0,519.72
31291,0,783.75
31292,0,1871.87
31293,0,746.14
31294,2,161.09
31295,2,457.73
31296,1,434.76
31297,1,254.07
31298,0,1420.75
31299,1,489.59
31300,0,1134.02
31301,0,824.77
31302,0,645.85
31303,0,864.77
31304,0,945.27
31305,1,185.66
31306,0,677.03
31307,0,658.95
31308,2,436.25
31309,0,594.35
31310,0,818.14
31311,1,403.78
31312,0,1209.69
31313,1,242.16
31314,0,545.29
31315,0,649.12
31316,0,1071.75
31317,0,1035.1
31318,0,2006.24
31319,0,814.25
31320,0,1486.86
31321,2,138.74
31322,0,1008.71
31323,0,552.09
31324,1,162.41
31325,0,811.77
31326,1,243.67
31327,0,1026.57
31328,0,1105.57
31329,1,215.13
31330,0,1280.73
31331,0,1185.99
31332,0,1196.01
31333,0,751.17
31334,0,545.61
31335,0,808.66
31336,3,260.65
31337,0,816.85
31338,0,1061.86
31339,1,359.84
31340,1,485.38
31341,1,373.21
31342,0,1812.99
31343,0,635.9
31344,0,1071.75
31345,3,278.69
31346,0,643.31
31347,1,298.93
31348,1,358.29
31349,2,438.07
31350,0,830.58
31351,1,256.33
31352,0,771.87
31353,0,949.72
31354,0,1611.6
31355,1,377.43
31356,0,551.73
31357,1,92.76
31358,0,1292.88
31359,0,799.79
31360,0,584.93
31361,0,835.49
31362,0,955.64
31363,0,789.61
31364,0,504.75
31365,0,1094.57
31366,0,1236.28
31367,0,982.9
31368,0,749.74
31369,0,801.65
31370,0,720.38
31371,1,450.23
31372,0,1440.01
31373,1,109.8
31374,1,157.07
31375,0,707.66
31376,4,226.05
31377,0,668.37
31378,0,1453.78
31379,1,303.04
31380,1,377.09
31381,1,335.32
31382,0,1235.26
31383,0,724.35
31384,1,394.98
31385,1,441.69
31386,0,580.61
31387,0,963.74
31388,1,260.15
31389,0,776.69
31390,1,403.45
31391,0,1083.82
31392,0,828.47
31393,1,394.83
31394,0,1517.25
31395,0,882.05
31396,1,489.92
31397,0,1526.28
31398,0,528.95
31399,1,467.71
31400,1,404.23
31401,1,86.04
31402,0,841.1
31403,0,1146.26
31404,0,696.03
31405,0,811.45
31406,1,496.99
31407,0,523.12
31408,0,710.49
31409,0,601.43
31410,2,350.49
31411,0,736.42
31412,0,1029.45
31413,0,540.1
31414,3,309.85
31415,0,715.9
31416,1,185.95
31417,0,1417.91
31418,0,683.88
31419,0,949.72
31420,0,561.11
31421,1,383.63
31422,1,431.84
31423,0,529.95
31424,0,1030.15
31425,0,569.95
31426,1,145.04
31427,0,543.34
31428,0,1359.5
31429,0,808.63
31430,0,1215.31
31431,0,561.46
31432,0,841.87
31433,0,525.32
31434,0,509.18
31435,2,332.87
31436,1,401.08
31437,1,190.03
31438,1,481.13
31439,0,640.41
31440,0,677.03
31441,0,871.76
31442,0,682.05
31443,1,283.92
31444,1,142.32
31445,1,494.08
31446,1,293.3
31447,1,498.51
31448,0,573.45
31449,0,605.15
31450,0,806.39
31451,1,441.69
31452,0,514.28
31453,0,1361.19
31454,0,556.73
31455,2,367.91
31456,1,424.63
31457,1,407.0
31458,1,499.86
31459,0,1139.32
31460,1,444.61
31461,0,661.62
31462,0,705.5
31463,1,282.75
31464,0,633.33
31465,1,285.45
31466,2,222.68
31467,1,416.39
31468,1,310.25
31469,0,1517.25
31470,1,221.54
31471,0,1182.15
31472,1,433.57
31473,1,367.34
31474,1,474.19
31475,0,686.98
31476,0,583.13
31477,1,376.33
31478,0,1333.5
31479,0,679.2
31480,1,229.43
31481,1,272.89
31482,0,1252.65
31483,0,1010.8
31484,0,1307.65
31485,1,448.52
31486,1,240.04
31487,0,879.22
31488,0,565.79
31489,1,452.82
31490,0,711.1
31491,0,626.36
31492,0,1031.2
31493,2,397.4
31494,0,583.52
31495,0,924.21
31496,0,753.49
31497,2,371.09
31498,1,468.42
31499,0,690.92
31500,2,350.49
31501,0,883.56
31502,0,535.55
31503,0,890.55
31504,1,483.78
31505,0,1699.47
31506,0,1461.72
31507,1,290.77
31508,1,199.96
31509,2,354.95
31510,2,465.89
31511,0,1331.9
31512,0,795.49
31513,0,966.13
31514,0,519.74
31515,1,445.41
31516,3,185.44
31517,1,393.93
31518,1,292.41
31519,0,2203.17
31520,1,404.23
31521,0,1442.76
31522,0,1083.82
31523,0,800.73
31524,0,722.34
31525,0,565.53
31526,0,594.35
31527,0,688.58
31528,0,553.16
31529,0,696.03
31530,1,377.9
31531,1,446.9
31532,0,973.36
31533,1,269.43
31534,0,566.95
31535,0,776.42
31536,0,639.56
31537,0,2006.04
31538,0,666.49
31539,0,717.39
31540,3,462.08
31541,0,1405.13
31542,0,1098.96
31543,0,1163.55
31544,1,429.84
31545,0,806.22
31546,0,526.75
31547,0,547.73
31548,1,241.3
31549,1,477.41
31550,0,1103.12
31551,0,798.89
31552,1,253.64
31553,0,869.89
31554,0,573.94
31555,0,679.36
31556,1,489.47
31557,0,897.35
31558,0,876.85
31559,0,916.04
31560,1,241.53
31561,0,636.2
31562,0,545.61
31563,0,614.74
31564,1,211.98
31565,0,996.92
31566,0,663.01
31567,0,850.64
31568,1,365.95
31569,0,857.01
31570,1,329.84
31571,0,752.56
31572,0,798.44
31573,0,710.49
31574,0,640.41
31575,1,238.59
