index,rent_approval_date,town,block,flat_type,flat_model
31828,25,2638.489122639254,410,3,2636.2110523221636
31829,29,2446.109123434705,231,4,2369.9654622741764
31830,9,2646.8089788732395,308,3,2369.9654622741764
31831,1,2416.7000572409847,129,3,2369.9654622741764
31832,30,2540.491009681881,466,4,2709.678997846937
31833,10,2665.5555555555557,128,5,2636.2110523221636
31834,29,2646.8089788732395,345,3,2369.9654622741764
31835,1,2484.2657342657344,19,3,2636.2110523221636
31836,23,2493.746110765401,125,3,2612.0313047541176
31837,8,2638.489122639254,406,3,2464.689063616869
31838,16,2686.857476635514,136,6,2878.7259615384614
31839,21,2595.1461988304095,315,4,2612.0313047541176
31840,28,2416.7000572409847,324,4,2369.9654622741764
31841,0,2840.4328578455484,58,4,2612.0313047541176
31842,20,2622.233325006245,139,6,2878.7259615384614
31843,25,2640.890550645819,536,3,2369.9654622741764
31844,30,2904.1139240506327,28,3,2444.223985890653
31845,6,2646.8089788732395,341,3,2369.9654622741764
31846,10,2867.0494084899096,264,5,2612.0313047541176
31847,10,2416.7000572409847,132,4,2369.9654622741764
31848,3,2840.4328578455484,61,4,2612.0313047541176
31849,7,2585.947712418301,32,3,2636.2110523221636
31850,19,2398.090586145648,663,4,2464.689063616869
31851,14,2622.233325006245,404,5,2709.678997846937
31852,9,2484.2657342657344,10,3,2636.2110523221636
31853,18,2840.4328578455484,55,4,2612.0313047541176
31854,11,2646.150885296382,107,3,2636.2110523221636
31855,4,2646.8089788732395,114,5,3138.3928571428573
31856,1,2503.2528856243443,506,4,2612.0313047541176
31857,22,2665.537634408602,107,4,2612.0313047541176
31858,17,2416.7000572409847,313,3,2369.9654622741764
31859,5,2503.2528856243443,106,3,2369.9654622741764
31860,1,2416.7000572409847,180,3,2369.9654622741764
31861,3,2540.491009681881,411,5,2636.2110523221636
31862,5,2646.8089788732395,308,3,2369.9654622741764
31863,23,2638.489122639254,716,5,2636.2110523221636
31864,14,2438.2272228320526,107,3,2369.9654622741764
31865,14,2416.7000572409847,564,3,2369.9654622741764
31866,24,2503.2528856243443,980,4,2439.140271493213
31867,29,2502.5743977326406,603,6,2878.7259615384614
31868,6,2438.2272228320526,718,5,2612.0313047541176
31869,26,2686.857476635514,240,6,2878.7259615384614
31870,20,2466.2982514021774,889,5,2636.2110523221636
31871,1,2446.109123434705,162,3,2612.0313047541176
31872,6,2416.7000572409847,114,4,2369.9654622741764
31873,9,2622.233325006245,142,5,2636.2110523221636
31874,24,2665.537634408602,1,3,2636.2110523221636
31875,16,2446.109123434705,540,3,2612.0313047541176
31876,6,2540.491009681881,353,5,2636.2110523221636
31877,22,2665.5555555555557,173,5,2636.2110523221636
31878,10,2840.4328578455484,12,3,2636.2110523221636
31879,8,2493.746110765401,611,4,2612.0313047541176
31880,30,2446.109123434705,422,3,2369.9654622741764
31881,19,2484.2657342657344,93,3,2444.223985890653
31882,0,2484.2657342657344,20,3,2444.223985890653
31883,19,2398.090586145648,632,3,2464.689063616869
31884,14,2640.890550645819,477,3,2612.0313047541176
31885,21,2640.890550645819,693,4,2709.678997846937
31886,20,2622.233325006245,260,5,2636.2110523221636
31887,22,2904.1139240506327,26,3,2444.223985890653
31888,12,2640.890550645819,187,3,2636.2110523221636
31889,29,2638.489122639254,493,5,2636.2110523221636
31890,29,2904.1139240506327,42,3,2636.2110523221636
31891,5,2585.947712418301,67,3,2636.2110523221636
31892,26,2503.2528856243443,352,4,2369.9654622741764
31893,12,2640.890550645819,345,4,2612.0313047541176
31894,14,2646.8089788732395,339,3,2369.9654622741764
31895,14,2638.489122639254,486,4,2612.0313047541176
31896,17,2438.2272228320526,535,3,2636.2110523221636
31897,8,2398.090586145648,811,3,2464.689063616869
31898,1,2416.7000572409847,627,5,2636.2110523221636
31899,25,2493.746110765401,630,4,2709.678997846937
31900,10,2516.6805151641047,173,3,2636.2110523221636
31901,3,2638.489122639254,423,4,2464.689063616869
31902,8,2466.2982514021774,572,5,2636.2110523221636
31903,11,2840.4328578455484,23,5,2636.2110523221636
31904,30,2622.233325006245,322,5,2636.2110523221636
31905,27,2398.090586145648,736,3,2369.9654622741764
31906,0,2484.2657342657344,29,5,2636.2110523221636
31907,22,2502.5743977326406,417,4,2612.0313047541176
31908,18,2638.489122639254,712,5,2636.2110523221636
31909,29,2638.489122639254,505,4,2612.0313047541176
31910,0,2646.8089788732395,309,4,2369.9654622741764
31911,0,2665.537634408602,102,4,2369.9654622741764
31912,17,2640.890550645819,272,5,2709.678997846937
31913,1,2416.7000572409847,512,3,2369.9654622741764
31914,26,2466.2982514021774,346,6,2878.7259615384614
31915,9,2502.5743977326406,639,4,2709.678997846937
31916,3,2840.4328578455484,83,3,2444.223985890653
31917,27,2398.090586145648,654,6,2878.7259615384614
31918,26,2638.489122639254,736,4,2612.0313047541176
31919,13,2438.2272228320526,424,3,2369.9654622741764
31920,13,2446.109123434705,308,4,2369.9654622741764
31921,9,2446.109123434705,206,3,2612.0313047541176
31922,7,2502.5743977326406,151,4,2612.0313047541176
31923,10,2640.890550645819,987,5,2709.678997846937
31924,16,2904.1139240506327,18,3,2636.2110523221636
31925,25,2446.109123434705,290,6,2878.7259615384614
31926,16,2466.2982514021774,827,6,2978.033472803347
31927,29,2665.5555555555557,303,4,2709.678997846937
31928,25,2398.090586145648,457,4,2612.0313047541176
31929,29,2438.2272228320526,202,3,2369.9654622741764
31930,28,2686.857476635514,552,5,2636.2110523221636
31931,4,2484.2657342657344,42,4,2612.0313047541176
31932,1,2646.150885296382,536,4,2612.0313047541176
31933,23,2640.890550645819,990,2,2709.678997846937
31934,4,2904.1139240506327,114,5,2444.223985890653
31935,21,2446.109123434705,247,3,2612.0313047541176
31936,16,2438.2272228320526,614,3,2369.9654622741764
31937,25,2484.2657342657344,32,2,2444.223985890653
31938,22,2466.2982514021774,669,4,2439.140271493213
31939,1,2416.7000572409847,180,3,2369.9654622741764
31940,9,2640.890550645819,682,6,2709.678997846937
31941,26,2840.4328578455484,93,3,2444.223985890653
31942,20,2416.7000572409847,505,3,2369.9654622741764
31943,24,2867.0494084899096,407,3,2464.689063616869
31944,18,2665.5555555555557,615,4,2612.0313047541176
31945,6,2622.233325006245,320,6,2878.7259615384614
31946,8,2502.5743977326406,516,4,2612.0313047541176
31947,14,2438.2272228320526,629,5,2612.0313047541176
31948,10,2398.090586145648,734,4,2369.9654622741764
31949,3,2503.2528856243443,304,3,2612.0313047541176
31950,1,2585.947712418301,30,3,2636.2110523221636
31951,5,2503.2528856243443,607,5,2636.2110523221636
31952,27,2516.6805151641047,169,3,2636.2110523221636
31953,14,2466.2982514021774,690,4,2709.678997846937
31954,1,2665.5555555555557,166,5,2709.678997846937
31955,21,2493.746110765401,530,5,2636.2110523221636
31956,29,2466.2982514021774,689,5,2709.678997846937
31957,27,2622.233325006245,406,5,2709.678997846937
31958,1,2398.090586145648,606,6,2878.7259615384614
31959,0,2840.4328578455484,131,5,2612.0313047541176
31960,11,2595.1461988304095,108,4,2369.9654622741764
31961,9,2622.233325006245,196,5,2636.2110523221636
31962,16,2638.489122639254,711,4,2612.0313047541176
31963,11,2398.090586145648,812,5,2636.2110523221636
31964,6,2446.109123434705,201,5,2612.0313047541176
31965,10,2640.890550645819,455,4,2612.0313047541176
31966,17,2646.150885296382,412,5,2636.2110523221636
31967,7,2622.233325006245,224,4,2612.0313047541176
31968,11,2466.2982514021774,751,4,2612.0313047541176
31969,3,2484.2657342657344,315,4,2464.689063616869
31970,28,2398.090586145648,423,4,2464.689063616869
31971,6,2665.5555555555557,269,4,2709.678997846937
31972,22,2493.746110765401,115,3,2612.0313047541176
31973,27,2646.8089788732395,433,3,2369.9654622741764
31974,29,2904.1139240506327,75,5,2636.2110523221636
31975,28,2466.2982514021774,894,4,2612.0313047541176
31976,22,2398.090586145648,302,4,2612.0313047541176
31977,19,2646.8089788732395,434,3,2369.9654622741764
31978,23,2640.890550645819,200,5,2444.223985890653
31979,27,2840.4328578455484,101,3,2444.223985890653
31980,6,2416.7000572409847,232,3,2369.9654622741764
31981,12,2622.233325006245,323,5,2636.2110523221636
31982,25,2416.7000572409847,586,3,2369.9654622741764
31983,18,2446.109123434705,311,3,2464.689063616869
31984,29,2446.109123434705,180,3,2369.9654622741764
31985,11,3153.6585365853657,668,3,2612.0313047541176
31986,13,2493.746110765401,106,4,2612.0313047541176
31987,30,2622.233325006245,322,4,2439.140271493213
31988,14,2503.2528856243443,946,5,2636.2110523221636
31989,1,2622.233325006245,295,5,2636.2110523221636
31990,17,2640.890550645819,174,3,2636.2110523221636
31991,8,2502.5743977326406,470,5,2636.2110523221636
31992,16,2446.109123434705,238,3,2369.9654622741764
31993,16,2493.746110765401,451,6,2878.7259615384614
31994,3,2622.233325006245,324,5,2636.2110523221636
31995,18,2904.1139240506327,146,4,2369.9654622741764
31996,8,2398.090586145648,366,4,2612.0313047541176
31997,1,2638.489122639254,721,4,2612.0313047541176
31998,26,2446.109123434705,291,4,2612.0313047541176
31999,3,2493.746110765401,474,4,2709.678997846937
32000,19,2665.537634408602,30,3,2636.2110523221636
32001,24,2503.2528856243443,123,3,2369.9654622741764
32002,7,2867.0494084899096,252,4,2612.0313047541176
32003,13,2484.2657342657344,17,3,2636.2110523221636
32004,11,2398.090586145648,296,4,2612.0313047541176
32005,20,2466.2982514021774,531,4,2709.678997846937
32006,26,2646.8089788732395,605,5,2636.2110523221636
32007,12,2438.2272228320526,620,3,2636.2110523221636
32008,23,2640.890550645819,271,5,2709.678997846937
32009,12,2646.8089788732395,336,5,2636.2110523221636
32010,1,2640.890550645819,163,6,2978.033472803347
32011,0,2466.2982514021774,896,4,2612.0313047541176
32012,24,2665.537634408602,85,3,2636.2110523221636
32013,20,2503.2528856243443,470,4,2612.0313047541176
32014,18,2503.2528856243443,603,4,2612.0313047541176
32015,27,2638.489122639254,165,5,2636.2110523221636
32016,20,2904.1139240506327,52,4,2612.0313047541176
32017,5,2398.090586145648,205,4,2369.9654622741764
32018,8,2493.746110765401,244,5,2636.2110523221636
32019,25,2640.890550645819,697,3,2612.0313047541176
32020,25,2904.1139240506327,28,3,2444.223985890653
32021,21,2493.746110765401,276,4,2612.0313047541176
32022,30,2904.1139240506327,42,3,2636.2110523221636
32023,13,2638.489122639254,866,4,2612.0313047541176
32024,23,2640.890550645819,348,4,2612.0313047541176
32025,18,2638.489122639254,122,5,2636.2110523221636
32026,26,2904.1139240506327,30,3,2636.2110523221636
32027,27,2446.109123434705,182,3,2369.9654622741764
32028,16,2398.090586145648,158,3,2369.9654622741764
32029,30,2640.890550645819,186,3,2636.2110523221636
32030,23,2867.0494084899096,309,4,2369.9654622741764
32031,28,2540.491009681881,130,2,2612.0313047541176
32032,8,2622.233325006245,117,5,2636.2110523221636
32033,1,2646.8089788732395,428,3,2369.9654622741764
32034,15,2646.8089788732395,309,3,2369.9654622741764
32035,8,2398.090586145648,745,3,2369.9654622741764
32036,5,2622.233325006245,124,5,2636.2110523221636
32037,15,2646.150885296382,215,3,2369.9654622741764
32038,25,2686.857476635514,117,4,2612.0313047541176
32039,20,2503.2528856243443,373,4,2612.0313047541176
32040,28,2585.947712418301,31,3,2636.2110523221636
32041,16,2493.746110765401,483,5,2709.678997846937
32042,26,2665.5555555555557,267,5,2709.678997846937
32043,12,2665.5555555555557,210,2,2612.0313047541176
32044,20,2585.947712418301,31,3,2636.2110523221636
32045,13,2595.1461988304095,31,4,2369.9654622741764
32046,7,2438.2272228320526,138,3,2369.9654622741764
32047,23,2665.5555555555557,166,5,2709.678997846937
32048,30,2466.2982514021774,690,5,2709.678997846937
32049,10,2665.5555555555557,169,4,2612.0313047541176
32050,18,2867.0494084899096,245,6,2978.033472803347
32051,22,2466.2982514021774,13,3,2636.2110523221636
32052,7,2398.090586145648,275,4,2464.689063616869
32053,25,2665.537634408602,85,3,2636.2110523221636
32054,22,2502.5743977326406,137,5,2636.2110523221636
32055,14,2446.109123434705,290,6,2878.7259615384614
32056,4,2646.8089788732395,103,5,2636.2110523221636
32057,5,2686.857476635514,425,4,2612.0313047541176
32058,26,2686.857476635514,472,4,2612.0313047541176
32059,10,2516.6805151641047,147,5,2636.2110523221636
32060,22,2640.890550645819,723,4,2612.0313047541176
32061,26,2867.0494084899096,243,4,2612.0313047541176
32062,10,2904.1139240506327,46,3,2444.223985890653
32063,6,2622.233325006245,107,4,2612.0313047541176
32064,1,2540.491009681881,508,4,2612.0313047541176
32065,6,2503.2528856243443,476,4,2709.678997846937
32066,22,2446.109123434705,235,4,2369.9654622741764
32067,17,2502.5743977326406,691,4,2612.0313047541176
32068,27,2398.090586145648,781,3,2612.0313047541176
32069,6,2540.491009681881,339,4,2709.678997846937
32070,18,2516.6805151641047,138,5,3150.4043126684637
32071,11,2840.4328578455484,168,4,2636.2110523221636
32072,1,2665.537634408602,685,3,2464.689063616869
32073,25,2398.090586145648,362,3,2612.0313047541176
32074,1,2438.2272228320526,41,3,2369.9654622741764
32075,15,2438.2272228320526,23,3,2369.9654622741764
32076,16,2622.233325006245,324,5,2636.2110523221636
32077,22,2416.7000572409847,124,3,2369.9654622741764
32078,9,2502.5743977326406,541,5,2636.2110523221636
32079,20,2638.489122639254,824,3,2369.9654622741764
32080,25,2646.8089788732395,304,3,2369.9654622741764
32081,4,2416.7000572409847,324,4,2369.9654622741764
32082,3,2516.6805151641047,100,3,2636.2110523221636
32083,11,2638.489122639254,498,4,2709.678997846937
32084,20,2466.2982514021774,707,4,2612.0313047541176
32085,30,2686.857476635514,417,4,2612.0313047541176
32086,14,2398.090586145648,298,5,2636.2110523221636
32087,7,2416.7000572409847,106,3,2369.9654622741764
32088,7,2446.109123434705,421,4,2369.9654622741764
32089,22,2665.5555555555557,209,2,2612.0313047541176
32090,14,2438.2272228320526,150,3,2464.689063616869
32091,20,2398.090586145648,829,4,2612.0313047541176
32092,22,2516.6805151641047,116,3,2636.2110523221636
32093,21,2466.2982514021774,522,4,2709.678997846937
32094,12,2646.8089788732395,320,3,2369.9654622741764
32095,4,2904.1139240506327,129,3,2636.2110523221636
32096,13,2638.489122639254,271,3,2612.0313047541176
32097,13,2840.4328578455484,92,4,3760.0
32098,27,2516.6805151641047,175,4,2636.2110523221636
32099,25,2438.2272228320526,165,4,2464.689063616869
32100,1,2638.489122639254,283,3,2612.0313047541176
32101,7,2516.6805151641047,46,5,2636.2110523221636
32102,18,2516.6805151641047,254,6,2978.033472803347
32103,8,2867.0494084899096,191,4,2464.689063616869
32104,19,2638.489122639254,911,4,2612.0313047541176
32105,25,2493.746110765401,175,4,2612.0313047541176
32106,10,2516.6805151641047,259,5,2636.2110523221636
32107,10,2484.2657342657344,319,4,2464.689063616869
32108,3,2665.5555555555557,161,5,2709.678997846937
32109,3,2416.7000572409847,644,3,2369.9654622741764
32110,4,2904.1139240506327,30,3,2636.2110523221636
32111,7,2665.5555555555557,204,5,2636.2110523221636
32112,26,2665.5555555555557,174,5,2636.2110523221636
32113,10,2595.1461988304095,411,3,2636.2110523221636
32114,14,2493.746110765401,259,5,2636.2110523221636
32115,28,2416.7000572409847,404,3,2369.9654622741764
32116,9,2516.6805151641047,79,4,2612.0313047541176
32117,6,2516.6805151641047,125,3,2636.2110523221636
32118,26,2646.8089788732395,327,3,2369.9654622741764
32119,14,2595.1461988304095,307,5,2612.0313047541176
32120,7,2622.233325006245,257,5,2636.2110523221636
32121,26,2638.489122639254,124,6,2978.033472803347
32122,27,2503.2528856243443,969,4,2439.140271493213
32123,17,2484.2657342657344,16,3,2636.2110523221636
32124,5,2622.233325006245,229,5,2636.2110523221636
32125,12,2665.537634408602,112,3,2464.689063616869
32126,25,2904.1139240506327,131,5,2636.2110523221636
32127,24,2622.233325006245,250,6,2878.7259615384614
32128,26,2416.7000572409847,631,3,2369.9654622741764
32129,3,2904.1139240506327,116,5,2636.2110523221636
32130,21,2446.109123434705,523,3,2636.2110523221636
32131,27,2438.2272228320526,94,5,2612.0313047541176
32132,7,2540.491009681881,508,4,2612.0313047541176
32133,1,2595.1461988304095,230,5,2636.2110523221636
32134,28,2595.1461988304095,51,6,2878.7259615384614
32135,1,2665.5555555555557,288,4,2709.678997846937
32136,0,2646.8089788732395,310,4,2369.9654622741764
32137,10,2446.109123434705,116,4,2612.0313047541176
32138,25,2646.150885296382,126,4,2369.9654622741764
32139,22,2640.890550645819,210,3,2636.2110523221636
32140,25,2503.2528856243443,314,4,2369.9654622741764
32141,0,2638.489122639254,133,4,2464.689063616869
32142,14,2646.8089788732395,306,3,2369.9654622741764
32143,30,2416.7000572409847,120,4,2369.9654622741764
32144,11,2416.7000572409847,591,4,2612.0313047541176
32145,23,2622.233325006245,331,4,2612.0313047541176
32146,7,2466.2982514021774,12,3,2636.2110523221636
32147,22,2904.1139240506327,58,4,2612.0313047541176
32148,12,2446.109123434705,290,5,2636.2110523221636
32149,30,2638.489122639254,113,4,2612.0313047541176
32150,24,2622.233325006245,178,4,2612.0313047541176
32151,6,2502.5743977326406,104,5,2636.2110523221636
32152,6,2502.5743977326406,215,4,2612.0313047541176
32153,13,2638.489122639254,498,6,2709.678997846937
32154,23,2416.7000572409847,209,4,2369.9654622741764
32155,23,2502.5743977326406,103,4,2612.0313047541176
32156,18,2867.0494084899096,293,4,2709.678997846937
32157,1,2502.5743977326406,702,4,2612.0313047541176
32158,12,2665.5555555555557,673,4,2612.0313047541176
32159,6,2438.2272228320526,182,4,2612.0313047541176
32160,16,2638.489122639254,272,4,2612.0313047541176
32161,26,2665.5555555555557,102,5,2636.2110523221636
32162,11,2665.5555555555557,272,5,2709.678997846937
32163,12,2503.2528856243443,667,4,2612.0313047541176
32164,12,2686.857476635514,510,6,2878.7259615384614
32165,29,2904.1139240506327,14,3,2444.223985890653
32166,1,2638.489122639254,715,4,2612.0313047541176
32167,18,2503.2528856243443,980,5,2636.2110523221636
32168,3,2638.489122639254,518,5,3150.4043126684637
32169,20,2904.1139240506327,110,4,2612.0313047541176
32170,1,2665.5555555555557,173,5,2636.2110523221636
32171,23,2503.2528856243443,853,6,2978.033472803347
32172,18,2622.233325006245,309,5,2709.678997846937
32173,25,2638.489122639254,493,5,2636.2110523221636
32174,6,2665.5555555555557,101,5,2636.2110523221636
32175,5,2646.150885296382,405,5,2636.2110523221636
32176,0,2438.2272228320526,103,3,2369.9654622741764
32177,13,2646.150885296382,403,4,2612.0313047541176
32178,14,2516.6805151641047,147,5,2636.2110523221636
32179,22,2640.890550645819,119,3,2636.2110523221636
32180,4,2493.746110765401,217,4,2464.689063616869
32181,28,2516.6805151641047,12,3,2636.2110523221636
32182,6,2638.489122639254,943,6,2978.033472803347
32183,12,2665.537634408602,18,5,2636.2110523221636
32184,10,2665.537634408602,107,3,2612.0313047541176
32185,12,2398.090586145648,268,3,2464.689063616869
32186,1,2446.109123434705,209,4,2612.0313047541176
32187,23,2438.2272228320526,75,3,2636.2110523221636
32188,24,2638.489122639254,349,5,2636.2110523221636
32189,22,2665.537634408602,108,4,2612.0313047541176
32190,25,2646.8089788732395,350,4,2369.9654622741764
32191,28,2398.090586145648,214,3,2369.9654622741764
32192,20,2665.537634408602,119,4,2464.689063616869
32193,0,2503.2528856243443,320,4,2369.9654622741764
32194,1,2438.2272228320526,502,3,2636.2110523221636
32195,9,2665.5555555555557,209,2,2612.0313047541176
32196,10,2840.4328578455484,21,3,2636.2110523221636
32197,0,2503.2528856243443,708,4,2369.9654622741764
32198,0,2638.489122639254,450,3,2612.0313047541176
32199,12,2493.746110765401,255,5,2636.2110523221636
32200,22,2840.4328578455484,108,3,2444.223985890653
32201,29,2516.6805151641047,112,3,2636.2110523221636
32202,10,2904.1139240506327,6,4,2612.0313047541176
32203,1,2638.489122639254,164,3,2612.0313047541176
32204,5,2638.489122639254,387,5,2636.2110523221636
32205,8,2416.7000572409847,101,5,2444.223985890653
32206,18,2904.1139240506327,76,2,2636.2110523221636
32207,16,2398.090586145648,821,3,2464.689063616869
32208,11,2438.2272228320526,132,4,2612.0313047541176
32209,3,2640.890550645819,987,5,2709.678997846937
32210,29,2665.5555555555557,199,5,2636.2110523221636
32211,4,2665.537634408602,3,4,2612.0313047541176
32212,18,2840.4328578455484,87,3,2444.223985890653
32213,30,2416.7000572409847,524,3,2369.9654622741764
32214,6,2640.890550645819,181,4,2612.0313047541176
32215,0,2493.746110765401,624,5,2636.2110523221636
32216,0,2840.4328578455484,88,4,2709.678997846937
32217,29,2638.489122639254,270,3,2612.0313047541176
32218,29,2502.5743977326406,564,5,2636.2110523221636
32219,4,2665.537634408602,10,5,2636.2110523221636
32220,4,2646.150885296382,116,5,2636.2110523221636
32221,26,2904.1139240506327,57,4,2369.9654622741764
32222,16,3153.6585365853657,1,5,4436.95652173913
32223,7,2446.109123434705,394,5,2636.2110523221636
32224,12,2904.1139240506327,50,4,2369.9654622741764
32225,28,2665.5555555555557,173,5,2636.2110523221636
32226,24,2646.8089788732395,377,3,2369.9654622741764
32227,10,2416.7000572409847,637,3,2369.9654622741764
32228,21,2416.7000572409847,235,4,2369.9654622741764
32229,27,2438.2272228320526,74,3,2636.2110523221636
32230,19,2640.890550645819,326,5,2636.2110523221636
32231,3,2640.890550645819,856,5,2636.2110523221636
32232,30,2867.0494084899096,203,5,2612.0313047541176
32233,27,2466.2982514021774,757,5,2636.2110523221636
32234,10,2622.233325006245,206,5,2636.2110523221636
32235,17,2438.2272228320526,148,4,2464.689063616869
32236,1,2646.8089788732395,416,5,2636.2110523221636
32237,9,2595.1461988304095,34,3,2636.2110523221636
32238,3,2503.2528856243443,106,4,2369.9654622741764
32239,0,2638.489122639254,411,3,2636.2110523221636
32240,3,2438.2272228320526,107,3,2369.9654622741764
32241,30,2622.233325006245,257,4,2439.140271493213
32242,1,2638.489122639254,702,4,2612.0313047541176
32243,14,2416.7000572409847,610,3,2369.9654622741764
32244,8,2398.090586145648,759,4,2612.0313047541176
32245,29,2840.4328578455484,11,3,2636.2110523221636
32246,0,2638.489122639254,294,4,2369.9654622741764
32247,19,2398.090586145648,808,3,2612.0313047541176
32248,8,2686.857476635514,227,5,2612.0313047541176
32249,8,2438.2272228320526,36,4,2636.2110523221636
32250,9,2398.090586145648,821,4,2612.0313047541176
32251,15,2398.090586145648,276,4,2612.0313047541176
32252,20,2416.7000572409847,401,5,2636.2110523221636
32253,19,2665.5555555555557,273,4,2709.678997846937
32254,26,2665.537634408602,114,4,2612.0313047541176
32255,1,2665.5555555555557,197,5,2636.2110523221636
32256,18,2640.890550645819,337,3,2612.0313047541176
32257,1,2516.6805151641047,126,3,2636.2110523221636
32258,28,2640.890550645819,460,4,2369.9654622741764
32259,17,2646.8089788732395,308,3,2369.9654622741764
32260,30,2638.489122639254,369,4,2612.0313047541176
32261,30,2466.2982514021774,129,3,2636.2110523221636
32262,18,2516.6805151641047,146,4,2612.0313047541176
32263,27,2438.2272228320526,170,4,2464.689063616869
32264,12,2665.5555555555557,126,4,2612.0313047541176
32265,14,2646.8089788732395,317,4,2369.9654622741764
32266,12,2595.1461988304095,217,3,2369.9654622741764
32267,0,2502.5743977326406,476,4,2612.0313047541176
32268,29,2904.1139240506327,17,5,2636.2110523221636
32269,23,2503.2528856243443,245,5,2636.2110523221636
32270,30,2867.0494084899096,293,5,2709.678997846937
32271,25,2516.6805151641047,191,4,2636.2110523221636
32272,26,2622.233325006245,120,6,2709.678997846937
32273,15,2466.2982514021774,762,4,2612.0313047541176
32274,11,2466.2982514021774,519,4,2709.678997846937
32275,28,2622.233325006245,304,5,2636.2110523221636
32276,3,2638.489122639254,713,4,2612.0313047541176
32277,10,2665.5555555555557,652,4,2709.678997846937
32278,26,2503.2528856243443,941,5,2636.2110523221636
32279,26,2493.746110765401,251,3,2612.0313047541176
32280,15,2638.489122639254,365,4,2612.0313047541176
32281,21,2665.537634408602,44,3,2369.9654622741764
32282,16,2646.8089788732395,427,4,2369.9654622741764
32283,28,2638.489122639254,241,3,2612.0313047541176
32284,25,2484.2657342657344,45,2,2444.223985890653
32285,13,2516.6805151641047,116,3,2636.2110523221636
32286,25,2438.2272228320526,130,4,2369.9654622741764
32287,15,2665.5555555555557,160,4,2709.678997846937
32288,21,2484.2657342657344,43,3,2444.223985890653
32289,29,2595.1461988304095,288,5,2636.2110523221636
32290,16,2503.2528856243443,252,4,2369.9654622741764
32291,9,2540.491009681881,419,5,2636.2110523221636
32292,0,2416.7000572409847,535,3,2369.9654622741764
32293,0,2502.5743977326406,223,4,2612.0313047541176
32294,0,2398.090586145648,660,4,2464.689063616869
32295,25,2638.489122639254,497,5,2709.678997846937
32296,18,2466.2982514021774,736,4,2612.0313047541176
32297,4,2502.5743977326406,701,5,2636.2110523221636
32298,28,2665.537634408602,99,4,2636.2110523221636
32299,11,2640.890550645819,684,5,2709.678997846937
32300,12,2638.489122639254,451,4,2464.689063616869
32301,23,2398.090586145648,932,4,2612.0313047541176
32302,27,2638.489122639254,293,3,2612.0313047541176
32303,10,2665.5555555555557,305,4,2709.678997846937
32304,12,2640.890550645819,685,5,2709.678997846937
32305,16,2540.491009681881,350,5,2636.2110523221636
32306,20,2622.233325006245,259,4,2612.0313047541176
32307,1,2686.857476635514,761,5,2636.2110523221636
32308,11,2540.491009681881,351,4,2612.0313047541176
32309,28,2466.2982514021774,894,5,2636.2110523221636
32310,7,2540.491009681881,340,5,2709.678997846937
32311,17,2867.0494084899096,116,3,2464.689063616869
32312,29,2398.090586145648,157,4,2369.9654622741764
32313,28,2640.890550645819,661,5,2636.2110523221636
32314,27,2446.109123434705,205,3,2612.0313047541176
32315,9,2640.890550645819,367,4,2612.0313047541176
32316,10,2540.491009681881,507,5,2636.2110523221636
32317,16,2502.5743977326406,111,3,2612.0313047541176
32318,14,2540.491009681881,307,6,2878.7259615384614
32319,14,2646.150885296382,222,3,2369.9654622741764
32320,28,2540.491009681881,365,4,2612.0313047541176
32321,15,2516.6805151641047,118,3,2636.2110523221636
32322,30,2646.8089788732395,440,5,2636.2110523221636
32323,3,2646.150885296382,500,5,2636.2110523221636
32324,10,2640.890550645819,961,4,2612.0313047541176
32325,23,2622.233325006245,296,4,2612.0313047541176
32326,28,2904.1139240506327,126,5,2612.0313047541176
32327,14,2638.489122639254,148,4,2464.689063616869
32328,25,2640.890550645819,197,3,2612.0313047541176
32329,9,2638.489122639254,406,4,2464.689063616869
32330,28,2686.857476635514,636,5,2636.2110523221636
32331,10,2516.6805151641047,147,5,2636.2110523221636
32332,1,2646.150885296382,206,4,2464.689063616869
32333,3,2446.109123434705,239,3,2369.9654622741764
32334,3,2904.1139240506327,30,3,2444.223985890653
32335,4,2665.5555555555557,171,5,2636.2110523221636
32336,26,2904.1139240506327,52,5,2444.223985890653
32337,12,2502.5743977326406,144,4,2612.0313047541176
32338,12,2640.890550645819,663,4,2612.0313047541176
32339,5,2840.4328578455484,21,3,2636.2110523221636
32340,18,2438.2272228320526,164,4,2464.689063616869
32341,9,2398.090586145648,128,3,2612.0313047541176
32342,27,2640.890550645819,637,5,2636.2110523221636
32343,27,2686.857476635514,639,5,2636.2110523221636
32344,30,2466.2982514021774,796,4,2612.0313047541176
32345,6,2646.150885296382,330,4,2464.689063616869
32346,30,2638.489122639254,153,5,2636.2110523221636
32347,28,2446.109123434705,203,5,2612.0313047541176
32348,19,2503.2528856243443,702,4,2369.9654622741764
32349,18,2840.4328578455484,21,3,2636.2110523221636
32350,15,2840.4328578455484,26,5,2444.223985890653
32351,9,2416.7000572409847,155,3,2369.9654622741764
32352,7,2622.233325006245,113,4,2612.0313047541176
32353,23,2438.2272228320526,172,4,2464.689063616869
32354,17,2622.233325006245,201,4,2612.0313047541176
32355,24,2840.4328578455484,21,3,2636.2110523221636
32356,14,2622.233325006245,414,3,2612.0313047541176
32357,7,2927.6785714285716,13,5,2636.2110523221636
32358,3,2466.2982514021774,636,6,2978.033472803347
