rent_approval_date,town,block,flat_type,flat_model,floor_area_sqm,lease_commence_date,latitude,longitude,subzone,region,monthly_rent
14,2416.7000572409847,212,3,10,67.0,11,1.368804,103.841618,110,3,1550
4,2398.090586145648,783,3,7,74.0,21,1.421839,103.832765,71,2,1150
1,2398.090586145648,742,3,10,67.0,19,1.42972,103.833109,148,2,2000
19,2446.109123434705,267,3,14,64.0,21,1.34881,103.759893,21,4,2300
25,2466.2982514021774,578,5,5,110.0,34,1.431545,103.796152,141,2,3150
28,2493.746110765401,118,3,7,73.0,22,1.376804,103.768464,59,4,3350
29,2503.2528856243443,623,3,5,69.0,19,1.370514,103.882324,58,3,1450
11,2446.109123434705,370,4,14,84.0,19,1.359984,103.749882,55,4,1850
4,2503.2528856243443,171,4,7,101.0,32,1.351136,103.889169,115,3,2000
7,2595.146198830409,330,3,7,74.0,17,1.350555,103.730029,150,4,1600
30,2438.2272228320526,506,5,5,119.0,12,1.332143,103.93372,8,1,3450
30,2904.1139240506327,62,3,10,73.0,10,1.275245,103.811107,123,0,2950
12,2502.5743977326406,637,4,11,113.0,32,1.39738,103.748139,143,4,2100
21,2904.1139240506327,87,5,5,129.0,29,1.286031,103.819024,99,0,4200
10,2665.537634408602,10,3,10,67.0,10,1.313917,103.85221,64,0,2750
12,2502.5743977326406,20,4,10,93.0,15,1.378755,103.753163,122,4,1850
6,2503.2528856243443,706,4,10,94.0,19,1.36596,103.888646,73,3,2750
17,2502.5743977326406,217,4,7,105.0,24,1.383357,103.746606,29,4,2600
11,2416.7000572409847,631,3,10,67.0,19,1.379557,103.840736,144,3,2300
15,2446.109123434705,287,6,3,149.0,29,1.347138,103.758527,21,4,2600
20,2466.2982514021774,683,5,11,120.0,34,1.441115,103.803348,140,2,2400
10,2640.890550645819,478,4,10,91.0,19,1.347353,103.723952,54,4,2500
26,2904.1139240506327,75,5,5,115.0,41,1.289023,103.816276,99,0,5250
5,2665.537634408602,74,3,5,66.0,15,1.324716,103.857753,6,0,2200
17,2416.7000572409847,151,3,10,68.0,15,1.376711,103.841168,69,3,2600
27,2646.8089788732395,306,3,10,67.0,13,1.321438,103.765901,34,4,2100
16,2686.857476635514,725,5,5,127.0,30,1.381187,103.935844,92,1,2450
15,2646.8089788732395,317,4,10,91.0,13,1.318038,103.764519,34,4,2600
6,2622.233325006245,317,5,11,111.0,37,1.393926,103.887958,4,3,2600
17,2665.537634408602,18,5,5,105.0,38,1.327828,103.860081,6,0,3100
3,2502.5743977326406,122,5,5,121.0,23,1.378519,103.749631,122,4,2100
21,2540.491009681881,108,5,5,113.0,52,1.447761,103.831275,103,2,4100
8,2516.6805151641047,137,4,7,104.0,18,1.333858,103.865845,96,0,2500
27,2595.146198830409,311,5,7,134.0,18,1.347667,103.732579,150,4,3300
1,2416.7000572409847,458,5,5,124.0,14,1.366568,103.859627,31,3,2750
15,2446.109123434705,370,4,14,84.0,19,1.359984,103.749882,55,4,2000
5,2493.746110765401,501,4,7,102.0,32,1.382882,103.766847,101,4,1700
12,2640.890550645819,674,5,5,110.0,36,1.344461,103.702315,61,4,2100
16,2503.2528856243443,220,4,7,104.0,26,1.356934,103.884513,77,3,2400
28,2398.090586145648,214,3,10,67.0,19,1.431446,103.836319,88,2,2100
11,2904.1139240506327,55,4,7,94.0,47,1.290067,103.829246,24,0,3250
14,2638.489122639254,734,4,7,103.0,31,1.358204,103.934339,118,1,2750
13,2502.5743977326406,345,5,5,124.0,27,1.382809,103.74479,29,4,2200
0,2503.2528856243443,113,3,10,66.0,16,1.353569,103.888706,77,3,1800
19,2416.7000572409847,441,3,10,67.0,13,1.36605,103.854168,31,3,2350
24,2904.1139240506327,51,4,10,92.0,12,1.273493,103.809745,123,0,4000
19,2540.491009681881,503,4,7,91.0,35,1.45038,103.822062,0,2,2300
30,2540.491009681881,504,4,7,90.0,35,1.450458,103.823881,0,2,2850
4,2493.746110765401,447,4,7,101.0,31,1.38318,103.771604,43,4,1850
16,2638.489122639254,325,6,3,149.0,29,1.352629,103.959087,117,1,3150
20,2446.109123434705,304,3,10,68.0,19,1.357472,103.747949,55,4,3700
27,2665.555555555556,176,5,5,110.0,37,1.397942,103.909448,97,3,2300
15,2466.2982514021774,689,5,11,110.0,38,1.444386,103.807925,140,2,2950
21,2438.2272228320526,129,3,10,67.0,12,1.327554,103.93803,8,1,2250
0,2840.4328578455484,96,3,15,67.0,4,1.306192,103.801194,37,0,2100
25,2640.890550645819,268,4,7,90.0,36,1.347132,103.707996,15,4,1450
4,2484.2657342657344,19,3,5,65.0,11,1.324276,103.903205,48,0,2200
8,2416.7000572409847,607,3,10,68.0,14,1.380468,103.838817,144,3,1300
17,2484.2657342657344,24,3,5,59.0,11,1.32378,103.90233,48,0,2000
9,2640.890550645819,849,5,7,135.0,30,1.345839,103.691652,151,4,3150
28,2595.146198830409,111,5,5,120.0,15,1.338776,103.735604,149,4,3700
22,2540.491009681881,589,5,5,110.0,36,1.449702,103.825767,0,2,3150
10,2622.233325006245,333,4,7,92.0,49,1.394416,103.891774,4,3,2200
10,2638.489122639254,390,5,5,124.0,28,1.356182,103.957616,117,1,2200
0,2638.489122639254,253,4,7,101.0,30,1.341821,103.952586,111,1,2400
11,2640.890550645819,703,5,5,126.0,29,1.34163,103.695832,151,4,2500
26,2867.0494084899096,292,5,11,123.0,32,1.356017,103.845668,82,0,3450
23,2585.947712418301,76,4,5,82.0,10,1.302935,103.907739,81,0,3750
24,2840.4328578455484,28,5,5,124.0,46,1.306083,103.782472,41,0,4200
28,2466.2982514021774,205,4,10,91.0,14,1.444946,103.773484,87,2,1600
27,2840.4328578455484,18,5,5,117.0,46,1.309984,103.792601,53,0,5500
14,2686.857476635514,157,6,3,149.0,29,1.364305,103.962667,91,1,2400
19,2904.1139240506327,122,5,5,126.0,29,1.283392,103.828894,127,0,3700
24,2638.489122639254,486,5,7,141.0,27,1.359193,103.956797,117,1,2600
3,2516.6805151641047,27,3,5,67.0,5,1.33227,103.85636,72,0,1900
20,2398.090586145648,638,4,14,84.0,21,1.420259,103.838566,147,2,3450
27,2622.233325006245,209,3,7,67.0,45,1.383598,103.898503,105,3,2750
5,2438.2272228320526,522,3,10,67.0,13,1.330663,103.92698,8,1,1950
5,2398.090586145648,115,5,5,112.0,35,1.433442,103.82706,148,2,2400
11,2540.491009681881,354,5,5,110.0,35,1.450399,103.818681,102,2,2000
13,2585.947712418301,45,4,5,88.0,9,1.30455,103.912456,81,0,2500
12,2646.8089788732395,312,5,5,113.0,51,1.319656,103.764455,34,4,3550
10,2416.7000572409847,114,4,10,99.0,12,1.37258,103.836221,69,3,2300
4,2416.7000572409847,564,4,10,93.0,19,1.369848,103.859404,26,3,2400
22,2665.555555555556,649,5,11,110.0,39,1.397238,103.914915,137,3,4200
12,2904.1139240506327,27,4,5,82.0,10,1.274236,103.821715,124,0,2400
9,2646.8089788732395,515,3,10,68.0,14,1.308383,103.759784,35,4,1700
14,2904.1139240506327,14,3,15,54.0,4,1.287905,103.832198,24,0,1700
23,2595.146198830409,306,3,10,89.0,17,1.34607,103.735253,150,4,3050
1,2503.2528856243443,988,4,7,93.0,49,1.379894,103.877406,132,3,2200
13,2516.6805151641047,83,3,5,67.0,5,1.335788,103.847992,128,0,3250
24,2646.8089788732395,311,4,4,80.0,48,1.320106,103.765573,34,4,4200
0,2904.1139240506327,9,4,7,92.0,50,1.286827,103.828659,126,0,3150
30,2904.1139240506327,132,3,5,59.0,9,1.278738,103.828304,65,0,1900
1,2484.2657342657344,339,4,14,84.0,20,1.326461,103.902007,66,0,2400
16,2640.890550645819,655,4,9,87.0,36,1.335537,103.698482,61,4,2200
4,2503.2528856243443,115,3,10,67.0,15,1.352765,103.887876,77,3,1650
1,2622.233325006245,325,5,5,110.0,37,1.392908,103.890675,4,3,2500
24,2640.890550645819,667,5,5,110.0,34,1.341148,103.702296,61,4,2850
10,2665.555555555556,204,5,5,110.0,38,1.398311,103.902551,83,3,2750
6,2446.109123434705,221,6,3,141.0,19,1.347476,103.753691,20,4,2100
29,2438.2272228320526,35,4,5,82.0,9,1.324854,103.926038,70,1,4000
0,2665.555555555556,195,4,11,90.0,41,1.401372,103.906486,97,3,1950
1,2398.090586145648,111,3,10,67.0,16,1.433213,103.828617,148,2,2000
18,2595.146198830409,211,3,10,67.0,17,1.338669,103.740293,149,4,1700
23,3153.6585365853657,672,5,5,105.0,36,1.309037,103.852848,44,0,3850
25,2503.2528856243443,309,3,10,82.0,16,1.366206,103.895152,67,3,2200
30,2665.555555555556,128,5,5,110.0,37,1.392968,103.911962,97,3,3600
21,2595.146198830409,302,3,10,67.0,17,1.344635,103.734447,150,4,2300
3,2540.491009681881,404,4,7,91.0,35,1.453567,103.816469,104,2,2200
27,2416.7000572409847,441,3,10,67.0,13,1.36605,103.854168,31,3,2850
19,2665.555555555556,603,4,7,92.0,46,1.40353,103.908463,137,3,3350
9,2640.890550645819,662,5,5,110.0,35,1.336978,103.704279,61,4,2600
14,2622.233325006245,404,4,11,93.0,38,1.388348,103.873815,45,3,2600
18,2638.489122639254,706,5,5,120.0,31,1.357504,103.93756,118,1,3150
5,2493.746110765401,220,3,7,73.0,23,1.374528,103.772867,7,4,1700
18,2622.233325006245,319,4,7,89.0,36,1.390597,103.890148,4,3,3800
24,2446.109123434705,628,6,3,144.0,31,1.351467,103.749838,20,4,4200
1,2665.555555555556,185,6,11,128.0,37,1.398068,103.910167,97,3,2400
23,2904.1139240506327,93,4,7,93.0,52,1.275357,103.807977,123,0,5800
19,2686.857476635514,768,5,5,125.0,30,1.375371,103.935518,92,1,3150
1,2665.537634408602,27,3,15,56.0,4,1.326021,103.858992,6,0,2300
9,2540.491009681881,468,6,11,137.0,35,1.450309,103.814878,104,2,2000
20,2640.890550645819,513,4,7,105.0,18,1.347458,103.719968,54,4,3800
3,2640.890550645819,533,5,5,118.0,16,1.348912,103.716459,54,4,2250
1,2622.233325006245,319,5,5,110.0,36,1.390889,103.890634,4,3,2050
8,2438.2272228320526,40,3,5,65.0,8,1.326043,103.926488,70,1,1900
10,2665.555555555556,138,5,11,112.0,37,1.392771,103.909796,97,3,2300
7,2398.090586145648,317,4,7,92.0,49,1.434169,103.84295,146,2,1600
1,2398.090586145648,658,5,5,130.0,21,1.421896,103.839487,147,2,2400
24,2416.7000572409847,584,3,10,81.0,13,1.370713,103.853498,26,3,3450
21,2646.150885296382,306,3,5,60.0,19,1.35417,103.866886,107,3,1900
1,2484.2657342657344,53,6,6,146.0,20,1.323993,103.886693,79,0,1900
27,2640.890550645819,845,4,7,108.0,30,1.344576,103.69184,151,4,3900
22,2904.1139240506327,22,3,15,64.0,3,1.288746,103.828824,24,0,2300
21,2622.233325006245,261,4,9,85.0,34,1.393323,103.894891,105,3,3900
5,2665.555555555556,663,3,7,65.0,50,1.400243,103.91708,137,3,2400
28,2503.2528856243443,693,4,14,89.0,21,1.376698,103.887541,58,3,2100
20,2446.109123434705,208,3,7,73.0,17,1.345903,103.748812,20,4,2000
25,2640.890550645819,669,6,3,130.0,34,1.34285,103.702804,61,4,3050
9,2646.8089788732395,354,4,10,90.0,13,1.31353,103.77086,34,4,2950
29,2398.090586145648,280,4,14,84.0,19,1.438589,103.836954,88,2,3150
12,2622.233325006245,209,4,7,92.0,45,1.383598,103.898503,105,3,2400
15,2665.555555555556,104,5,5,110.0,37,1.396806,103.905054,97,3,2500
29,2438.2272228320526,713,3,10,68.0,15,1.336312,103.922392,9,1,2600
26,2638.489122639254,280,4,7,104.0,18,1.347535,103.951703,117,1,1700
22,2840.4328578455484,26,3,7,67.0,47,1.308388,103.785551,49,0,3800
27,3153.6585365853657,1,4,17,96.0,45,1.277799,103.841403,28,0,4500
21,2840.4328578455484,31,5,2,118.0,8,1.306975,103.79708,53,0,4500
4,2867.0494084899096,303,5,5,126.0,19,1.349769,103.838477,135,0,2600
4,2516.6805151641047,115,3,5,65.0,1,1.340631,103.844305,129,0,2100
29,2640.890550645819,274,6,3,126.0,35,1.352265,103.703604,138,4,4200
19,2484.2657342657344,93,3,5,58.0,6,1.322735,103.888103,79,0,2600
14,2438.2272228320526,133,4,10,92.0,12,1.327563,103.935735,8,1,2500
6,2466.2982514021774,861,5,5,121.0,30,1.43966,103.795236,85,2,2000
22,2502.5743977326406,685,5,5,110.0,36,1.403637,103.748177,143,4,3700
9,2398.090586145648,204,3,10,67.0,19,1.430716,103.835798,88,2,2300
8,2638.489122639254,159,4,10,91.0,18,1.351041,103.946052,117,1,2500
14,2540.491009681881,334,4,7,101.0,33,1.447328,103.81582,102,2,1900
22,2516.6805151641047,108,3,7,74.0,18,1.33472,103.867928,96,0,1900
14,2904.1139240506327,27,4,5,82.0,10,1.274236,103.821715,124,0,2700
17,2622.233325006245,435,4,11,94.0,47,1.393394,103.876645,45,3,2200
10,2904.1139240506327,85,5,5,110.0,37,1.277223,103.80872,123,0,3150
1,2398.090586145648,150,3,10,67.0,19,1.430969,103.833649,148,2,1800
17,2503.2528856243443,523,3,7,74.0,20,1.373721,103.890707,58,3,2100
5,2665.555555555556,614,4,7,92.0,46,1.403584,103.909264,137,3,2400
17,2640.890550645819,655,4,9,85.0,36,1.335501,103.697514,61,4,2600
25,2638.489122639254,709,5,5,119.0,31,1.35799,103.937435,118,1,2500
4,2622.233325006245,226,6,3,141.0,33,1.388256,103.900018,105,3,2150
10,2640.890550645819,498,3,14,64.0,20,1.348333,103.724307,54,4,1600
17,2640.890550645819,988,5,11,110.0,42,1.335744,103.695777,151,4,3050
4,2503.2528856243443,574,5,5,117.0,31,1.37747,103.886929,132,3,2300
13,2622.233325006245,192,5,5,115.0,34,1.39422,103.903054,100,3,3150
4,2438.2272228320526,100,3,10,67.0,12,1.334356,103.939033,8,1,1800
30,2438.2272228320526,54,3,10,68.0,15,1.329478,103.921105,70,1,2100
8,2438.2272228320526,709,3,10,68.0,15,1.335416,103.92235,9,1,2000
1,2585.947712418301,65,3,5,65.0,10,1.303405,103.909734,81,0,2200
1,2540.491009681881,330,4,7,100.0,33,1.446805,103.817812,102,2,2000
16,2585.947712418301,43,5,15,117.0,9,1.305519,103.913022,81,0,3150
9,2446.109123434705,146,3,10,68.0,18,1.349669,103.744083,23,4,1600
24,2665.555555555556,648,5,11,110.0,39,1.397692,103.915172,137,3,3700
4,2646.150885296382,122,3,10,67.0,19,1.366691,103.871359,108,3,1700
17,2840.4328578455484,17,5,5,111.0,37,1.307655,103.782891,41,0,4300
4,2638.489122639254,450,5,5,121.0,30,1.357135,103.952874,117,1,2600
0,2638.489122639254,515,5,4,109.0,42,1.356962,103.939269,117,1,2500
24,2622.233325006245,180,3,7,67.0,49,1.390259,103.909625,100,3,3450
4,2503.2528856243443,614,4,7,104.0,20,1.36914,103.884697,58,3,2200
30,2686.857476635514,142,4,7,108.0,28,1.363453,103.958902,91,1,3800
3,2867.0494084899096,189,3,14,64.0,22,1.350223,103.851834,13,0,2100
12,2646.150885296382,419,4,10,95.0,23,1.349202,103.87586,134,3,2300
11,2638.489122639254,418,3,7,74.0,19,1.358272,103.947309,117,1,2300
15,2438.2272228320526,35,4,5,82.0,9,1.324854,103.926038,70,1,2500
12,2595.146198830409,273,4,7,101.0,33,1.342662,103.745311,130,4,3150
26,2622.233325006245,416,4,7,93.0,50,1.389799,103.880644,45,3,3150
4,2493.746110765401,132,4,7,103.0,22,1.374274,103.770689,59,4,1700
18,2416.7000572409847,424,3,10,73.0,13,1.368607,103.850809,31,3,2300
17,2640.890550645819,420,4,14,84.0,19,1.350572,103.727173,54,4,2400
8,2438.2272228320526,613,4,7,102.0,32,1.332787,103.918222,62,1,2600
13,2622.233325006245,409,5,11,115.0,38,1.389065,103.877152,45,3,1900
15,2665.555555555556,308,4,11,92.0,50,1.407761,103.900999,98,3,3350
24,2622.233325006245,131,4,9,90.0,33,1.389344,103.903082,100,3,2300
11,2646.8089788732395,508,3,10,67.0,12,1.31166,103.761761,33,4,2500
10,2446.109123434705,384,4,7,90.0,39,1.362933,103.752194,50,4,3050
15,2516.6805151641047,114,3,10,67.0,18,1.336775,103.863306,96,0,2000
7,2398.090586145648,709,3,10,68.0,18,1.428569,103.827735,148,2,1800
17,2516.6805151641047,172,4,7,106.0,29,1.33027,103.84254,128,0,2750
22,2665.537634408602,813,4,7,91.0,37,1.307298,103.862111,74,0,3700
19,2840.4328578455484,168,4,5,84.0,8,1.289286,103.803402,84,0,2950
17,2466.2982514021774,894,5,5,120.0,30,1.435639,103.790326,85,2,3450
14,2640.890550645819,705,4,7,108.0,29,1.340736,103.694787,151,4,3050
20,2438.2272228320526,147,5,5,122.0,21,1.334882,103.911779,62,1,2750
14,2646.8089788732395,311,4,4,80.0,48,1.320106,103.765573,34,4,3550
24,2595.146198830409,31,4,10,99.0,15,1.320308,103.738968,121,4,2500
18,2416.7000572409847,114,3,10,74.0,12,1.37258,103.836221,69,3,1800
6,2646.150885296382,218,3,10,67.0,19,1.358011,103.872138,108,3,2200
6,2503.2528856243443,110,3,10,67.0,16,1.354805,103.889615,77,3,2100
22,2640.890550645819,652,5,5,110.0,36,1.336642,103.69799,61,4,2500
24,2416.7000572409847,212,3,10,67.0,11,1.368804,103.841618,110,3,1700
17,2840.4328578455484,91,3,15,60.0,1,1.30587,103.799764,37,0,1950
17,2446.109123434705,228,3,10,67.0,19,1.348659,103.753795,20,4,1850
5,2640.890550645819,655,4,9,87.0,36,1.335537,103.698482,61,4,2200
18,2516.6805151641047,79,4,7,91.0,43,1.334531,103.847566,128,0,3700
5,2503.2528856243443,831,4,7,122.0,26,1.371316,103.889932,56,3,1950
20,2665.537634408602,117,4,7,93.0,51,1.328165,103.860802,6,0,3450
23,2622.233325006245,120,4,11,101.0,35,1.385798,103.904394,100,3,1900
10,2904.1139240506327,26,4,7,90.0,43,1.282099,103.825203,127,0,2500
1,2502.5743977326406,687,5,5,110.0,37,1.403686,103.751205,143,4,1850
1,2438.2272228320526,501,3,5,59.0,12,1.331641,103.931168,8,1,1150
26,2438.2272228320526,137,6,6,143.0,21,1.333902,103.913274,62,1,4700
27,2398.090586145648,606,6,3,142.0,21,1.421334,103.836318,147,2,2400
27,2840.4328578455484,90,3,15,60.0,1,1.305423,103.799675,37,0,2000
7,2466.2982514021774,824,4,14,84.0,23,1.439233,103.7887,85,2,2100
11,2484.2657342657344,318,4,14,84.0,19,1.328457,103.903275,66,0,2100
8,2416.7000572409847,633,3,10,67.0,19,1.381204,103.842514,144,3,2000
14,2484.2657342657344,17,3,5,59.0,11,1.32337,103.904404,48,0,2050
11,2640.890550645819,339,3,7,69.0,46,1.338514,103.721678,116,4,2550
29,2416.7000572409847,571,3,10,67.0,13,1.370055,103.854881,26,3,2750
20,2503.2528856243443,515,4,14,84.0,20,1.372395,103.889038,58,3,2500
29,2665.555555555556,268,4,11,99.0,47,1.403314,103.898359,83,3,3700
11,2398.090586145648,632,4,14,91.0,21,1.418567,103.839187,147,2,2200
12,2840.4328578455484,32,3,5,59.0,8,1.306185,103.796881,53,0,2200
1,2398.090586145648,804,5,5,122.0,21,1.417901,103.831345,71,2,2100
27,2438.2272228320526,804,5,5,127.0,27,1.324225,103.922022,70,1,4000
4,2466.2982514021774,823,5,7,138.0,30,1.44094,103.789502,85,2,2400
7,2438.2272228320526,138,3,10,67.0,12,1.33001,103.936343,8,1,1350
21,2665.555555555556,208,4,7,92.0,48,1.401362,103.901127,83,3,2950
1,2686.857476635514,115,4,7,106.0,23,1.368927,103.954871,91,1,2000
29,2502.5743977326406,489,4,7,93.0,50,1.375601,103.74036,95,4,3900
27,2516.6805151641047,17,3,5,77.0,5,1.336427,103.856608,94,0,2400
29,2416.7000572409847,463,4,10,92.0,14,1.366948,103.857488,31,3,2750
18,2446.109123434705,308,3,10,68.0,19,1.35855,103.748105,55,4,1950
24,2502.5743977326406,250,5,5,123.0,27,1.379309,103.745365,68,4,2300
19,2665.555555555556,296,5,11,110.0,37,1.401588,103.905265,83,3,2800
28,2646.8089788732395,306,3,10,67.0,13,1.321438,103.765901,34,4,2500
8,2416.7000572409847,205,4,10,98.0,11,1.366941,103.843582,110,3,2200
10,2904.1139240506327,26,3,15,60.0,3,1.288171,103.828454,24,0,2500
3,2646.150885296382,553,4,7,101.0,31,1.371711,103.871234,109,3,1900
6,2595.146198830409,108,4,10,92.0,16,1.338281,103.737015,149,4,2550
13,2484.2657342657344,112,3,10,67.0,14,1.320418,103.885099,2,0,2200
16,2665.555555555556,109,5,5,111.0,37,1.394722,103.909874,97,3,1800
29,2484.2657342657344,97,3,15,56.0,3,1.308946,103.888389,2,0,3300
0,2466.2982514021774,786,5,5,122.0,31,1.446419,103.801027,140,2,2200
1,2502.5743977326406,686,5,5,110.0,36,1.404665,103.748504,143,4,1800
12,2484.2657342657344,98,3,5,65.0,9,1.320865,103.885697,2,0,1800
1,2665.555555555556,204,5,5,110.0,38,1.398311,103.902551,83,3,2100
1,2416.7000572409847,584,3,10,81.0,13,1.370713,103.853498,26,3,1900
12,2640.890550645819,697,3,7,68.0,51,1.340679,103.708445,61,4,2400
9,2416.7000572409847,601,3,10,67.0,14,1.381041,103.835132,144,3,1750
1,2398.090586145648,249,4,14,84.0,19,1.435241,103.841852,88,2,1750
4,2622.233325006245,123,4,7,102.0,33,1.386455,103.903158,100,3,2000
17,2416.7000572409847,336,4,10,91.0,16,1.363594,103.851784,131,3,2600
6,2502.5743977326406,610,5,7,134.0,30,1.399424,103.743786,143,4,2200
12,2493.746110765401,429,5,5,122.0,23,1.386834,103.770095,43,4,3050
0,2466.2982514021774,714,4,7,100.0,31,1.442049,103.798789,140,2,1900
1,2640.890550645819,155,4,7,106.0,30,1.327672,103.722408,116,4,2200
14,2516.6805151641047,140,3,7,74.0,18,1.333816,103.866825,96,0,2200
16,2640.890550645819,272,5,11,112.0,37,1.350267,103.70524,138,4,2750
21,2904.1139240506327,108,4,7,110.0,18,1.27922,103.825441,65,0,3700
8,2595.146198830409,339,4,7,104.0,17,1.349533,103.731532,150,4,2500
3,2446.109123434705,369,4,14,84.0,19,1.360029,103.751072,55,4,2250
15,2503.2528856243443,834,6,6,153.0,26,1.369878,103.88986,56,3,3550
16,2595.146198830409,105,4,10,91.0,27,1.337387,103.738528,149,4,2100
23,2466.2982514021774,769,4,7,103.0,31,1.447291,103.798951,140,2,2950
8,2638.489122639254,401,5,5,123.0,19,1.357073,103.944913,117,1,2400
1,2638.489122639254,727,4,7,102.0,31,1.356313,103.935484,118,1,1900
1,2438.2272228320526,10,6,3,142.0,27,1.322218,103.937001,10,1,2600
26,2502.5743977326406,703,5,5,126.0,29,1.391318,103.745931,30,4,3700
23,2493.746110765401,150,3,7,73.0,22,1.377046,103.766883,59,4,2600
19,2638.489122639254,523,5,5,113.0,49,1.359887,103.93887,117,1,2750
7,2622.233325006245,272,4,11,90.0,43,1.38476,103.893939,38,3,2500
11,2665.555555555556,295,4,11,91.0,37,1.401886,103.904917,83,3,2600
19,2503.2528856243443,509,4,7,103.0,20,1.372211,103.88819,58,3,3050
24,2502.5743977326406,685,5,5,110.0,36,1.403781,103.747663,143,4,3800
27,3153.6585365853657,668,3,7,75.0,18,1.307581,103.851478,44,0,3000
22,2638.489122639254,225,4,7,104.0,22,1.342315,103.957248,111,1,3050
23,2416.7000572409847,571,3,10,67.0,13,1.370055,103.854881,26,3,2850
1,2638.489122639254,820,3,10,82.0,18,1.34793,103.93612,118,1,1800
6,2416.7000572409847,644,4,10,100.0,14,1.37915,103.840938,144,3,2400
29,2622.233325006245,277,4,11,90.0,43,1.381864,103.894481,38,3,4000
14,2640.890550645819,349,5,5,121.0,31,1.339579,103.719357,116,4,2400
18,2904.1139240506327,131,5,5,110.0,36,1.280918,103.82837,126,0,3700
26,2438.2272228320526,126,3,10,82.0,12,1.328168,103.938918,8,1,1800
14,2516.6805151641047,158,3,5,65.0,6,1.331434,103.845119,128,0,2000
30,2665.537634408602,82,3,5,66.0,8,1.323874,103.856483,6,0,2950
1,2646.8089788732395,332,4,10,92.0,12,1.31474,103.767488,34,4,2700
29,2595.146198830409,243,3,10,67.0,17,1.342064,103.743307,149,4,2100
27,2516.6805151641047,20,3,5,67.0,4,1.334967,103.857206,94,0,2300
8,2446.109123434705,192,5,5,118.0,31,1.345592,103.744789,23,4,2200
16,2398.090586145648,440,4,7,104.0,22,1.422331,103.846133,146,2,1600
16,2640.890550645819,557,4,7,104.0,19,1.353993,103.718567,54,4,1950
12,2646.8089788732395,432,3,10,82.0,12,1.314021,103.762741,33,4,2100
17,2502.5743977326406,613,4,7,108.0,30,1.400639,103.744406,143,4,2800
14,2665.537634408602,685,3,14,63.0,20,1.314006,103.856831,74,0,2600
1,2867.0494084899096,209,4,7,117.0,26,1.355549,103.848541,82,0,2550
16,2398.090586145648,630,4,7,105.0,22,1.418019,103.837784,147,2,2350
16,2646.8089788732395,365,3,10,81.0,12,1.3123,103.769944,34,4,2750
21,2665.537634408602,98,3,5,65.0,8,1.321581,103.854151,6,0,2300
14,2640.890550645819,977,5,5,121.0,23,1.339694,103.693915,151,4,3150
18,2640.890550645819,766,5,5,123.0,30,1.349805,103.697762,151,4,2100
11,2904.1139240506327,141,3,10,67.0,13,1.277146,103.828739,65,0,1750
27,2867.0494084899096,223,5,5,121.0,26,1.358442,103.848264,82,0,3050
3,2416.7000572409847,325,4,10,98.0,12,1.3679,103.846887,131,3,2400
28,2438.2272228320526,185,4,7,92.0,39,1.326237,103.940828,8,1,3800
4,2867.0494084899096,441,5,5,122.0,24,1.359084,103.831751,135,0,2400
0,2416.7000572409847,218,3,10,67.0,10,1.365119,103.841742,110,3,1900
21,2438.2272228320526,29,3,5,65.0,11,1.323958,103.936341,10,1,2400
1,2416.7000572409847,444,3,10,67.0,13,1.3666,103.855579,31,3,1700
16,2638.489122639254,269,3,7,75.0,18,1.350745,103.948024,117,1,2700
28,2622.233325006245,334,3,11,67.0,49,1.398462,103.889969,4,3,3500
17,2665.555555555556,637,5,11,111.0,39,1.399058,103.915465,137,3,2800
8,2595.146198830409,21,4,7,87.0,47,1.323681,103.739156,121,4,2300
5,2665.537634408602,14,3,10,103.0,18,1.300165,103.884228,120,0,2500
7,2622.233325006245,443,4,7,94.0,46,1.391184,103.873946,45,3,1900
1,2665.537634408602,69,4,5,84.0,6,1.318952,103.850518,86,0,2300
1,2638.489122639254,394,5,7,137.0,28,1.355192,103.956061,117,1,2000
7,2398.090586145648,808,3,7,74.0,21,1.416915,103.830952,71,2,1600
4,2665.555555555556,618,4,11,93.0,47,1.401686,103.911816,137,3,2150
28,2622.233325006245,301,5,5,111.0,35,1.388518,103.891083,4,3,3900
25,2503.2528856243443,619,3,5,60.0,19,1.369848,103.883701,58,3,2100
19,2640.890550645819,218,5,5,114.0,52,1.350327,103.710889,15,4,3800
19,2438.2272228320526,524,4,10,92.0,13,1.33484,103.930638,8,1,1800
14,2484.2657342657344,20,3,5,66.0,16,1.324656,103.903243,48,0,2000
27,2646.150885296382,547,5,5,121.0,31,1.373752,103.870645,109,3,3050
10,2640.890550645819,328,4,7,103.0,31,1.336635,103.7226,116,4,2200
7,2904.1139240506327,55,3,10,73.0,12,1.27396,103.81215,123,0,2500
13,2502.5743977326406,437,6,3,144.0,27,1.38411,103.740646,95,4,2200
30,2646.150885296382,306,3,5,60.0,19,1.35417,103.866886,107,3,2950
28,2640.890550645819,487,3,7,73.0,18,1.348725,103.727243,54,4,1900
11,2502.5743977326406,687,5,5,110.0,36,1.404406,103.750669,143,4,2600
17,2638.489122639254,243,3,7,74.0,18,1.354195,103.947122,117,1,2850
14,2638.489122639254,373,4,7,111.0,29,1.356022,103.958781,117,1,1900
6,2904.1139240506327,130,3,5,65.0,10,1.280402,103.829279,126,0,2200
18,2622.233325006245,121,5,5,110.0,34,1.386353,103.904835,100,3,3350
