index,flat_model,floor_area_sqm,lease_commence_date
32812,7,95.0,2012
32813,7,104.0,1988
32814,6,155.0,1985
32815,7,138.0,1985
32816,7,90.0,2004
32817,12,97.0,2016
32818,7,74.0,1984
32819,7,46.0,2011
32820,10,74.0,1978
32821,7,102.0,1997
32822,9,90.0,1997
32823,10,98.0,1983
32824,10,93.0,1985
32825,7,91.0,2003
32826,10,68.0,1981
32827,11,114.0,2004
32828,7,68.0,2015
32829,7,95.0,2012
32830,5,110.0,2001
32831,5,122.0,1988
32832,7,103.0,1986
32833,5,82.0,1982
32834,10,67.0,1984
32835,11,90.0,2009
32836,3,131.0,2000
32837,3,140.0,1996
32838,7,107.0,1996
32839,3,131.0,2001
32840,11,128.0,1999
32841,5,111.0,2001
32842,11,110.0,2004
32843,5,65.0,1975
32844,7,103.0,1987
32845,11,92.0,2015
32846,7,106.0,1992
32847,7,104.0,1993
32848,7,106.0,1990
32849,10,91.0,1981
32850,7,92.0,2004
32851,5,67.0,1971
32852,11,103.0,1999
32853,14,84.0,1985
32854,7,97.0,2010
32855,5,120.0,1997
32856,5,60.0,1986
32857,11,110.0,2005
32858,3,149.0,1996
32859,15,60.0,1967
32860,7,108.0,1989
32861,11,110.0,2002
32862,10,91.0,1985
32863,11,123.0,2000
32864,7,73.0,1984
32865,11,92.0,2016
32866,5,124.0,1985
32867,5,110.0,2006
32868,11,111.0,2005
32869,14,64.0,1988
32870,10,67.0,1985
32871,6,150.0,1985
32872,15,62.0,1969
32873,7,103.0,1996
32874,15,63.1,1971
32875,10,67.0,1978
32876,10,67.0,1985
32877,7,70.0,2012
32878,11,111.0,2001
32879,7,93.0,2016
32880,7,106.0,1996
32881,11,110.0,2003
32882,5,122.0,1986
32883,11,113.0,2003
32884,5,110.0,2000
32885,7,74.0,1986
32886,10,82.0,1978
32887,5,70.0,1976
32888,7,82.0,1985
32889,9,86.0,2000
32890,7,104.0,1983
32891,10,67.0,1983
32892,5,119.0,1978
32893,7,104.0,1987
32894,5,65.0,1974
32895,14,84.0,1985
32896,5,120.0,1999
32897,11,111.0,2003
32898,5,65.0,1973
32899,7,93.0,2012
32900,11,93.0,2010
32901,7,103.0,1985
32902,7,132.0,1984
32903,5,60.0,1986
32904,5,122.0,1988
32905,7,105.0,1984
32906,10,67.0,1985
32907,10,67.0,1980
32908,5,113.0,2018
32909,7,103.0,1998
32910,5,60.0,1986
32911,5,65.0,1977
32912,7,90.0,2003
32913,11,94.0,2003
32914,3,147.0,1994
32915,14,64.0,1988
32916,5,65.0,1976
32917,11,92.0,2009
32918,11,142.0,2001
32919,5,111.0,2003
32920,3,155.0,1993
32921,10,67.0,1979
32922,5,67.0,1971
32923,10,68.0,1980
32924,5,110.0,2003
32925,7,93.0,2012
32926,11,110.0,2006
32927,5,110.0,2008
32928,5,65.0,1975
32929,7,93.0,2018
32930,5,70.0,1978
32931,5,121.0,1988
32932,5,88.0,1975
32933,7,90.0,2002
32934,5,121.0,1985
32935,7,104.0,1984
32936,5,132.0,1989
32937,7,90.0,2003
32938,10,68.0,1985
32939,10,68.0,1980
32940,5,116.0,1999
32941,10,93.0,1981
32942,10,98.0,1985
32943,5,110.0,2001
32944,10,91.0,1985
32945,7,91.0,2002
32946,7,90.0,2004
32947,7,90.0,2001
32948,10,68.0,1980
32949,5,110.0,2003
32950,5,60.0,1985
32951,10,74.0,1978
32952,7,100.0,1997
32953,5,110.0,2001
32954,5,125.0,1985
32955,10,91.0,1981
32956,7,103.0,1987
32957,7,91.0,2000
32958,11,110.0,2004
32959,14,64.0,1986
32960,15,54.0,1970
32961,14,84.0,1988
32962,7,104.0,1984
32963,5,76.0,1976
32964,7,64.0,2010
32965,10,67.0,1978
32966,11,94.0,2003
32967,10,82.0,1980
32968,7,103.0,1998
32969,7,70.0,2012
32970,5,120.0,1997
32971,7,104.0,1987
32972,15,60.3,1967
32973,7,74.0,1984
32974,5,122.0,1995
32975,10,91.0,1985
32976,9,86.0,2002
32977,5,126.0,1996
32978,7,108.0,1984
32979,7,90.0,2002
32980,14,84.0,1987
32981,5,116.0,1999
32982,5,68.0,1972
32983,7,67.0,2015
32984,5,68.0,1970
32985,7,73.0,1984
32986,10,68.0,1981
32987,11,100.0,1999
32988,7,91.0,2009
32989,5,125.0,1993
32990,10,82.0,1978
32991,5,65.0,1974
32992,10,68.0,1984
32993,14,84.0,1985
32994,5,65.0,1974
32995,5,127.0,1996
32996,7,74.0,1988
32997,5,118.0,2004
32998,10,67.0,1984
32999,10,82.0,1985
33000,7,90.0,2003
33001,11,112.0,2003
33002,5,110.0,2002
33003,7,73.0,1985
33004,5,131.0,1986
33005,14,64.0,1987
33006,7,74.0,1985
33007,5,67.0,1970
33008,10,91.0,1980
33009,7,103.0,1985
33010,5,128.0,1996
33011,10,99.0,1981
33012,5,115.0,2007
33013,7,136.0,1995
33014,7,67.0,2017
33015,7,105.0,1997
33016,7,73.0,1984
33017,5,123.0,1999
33018,5,54.0,1967
33019,11,142.0,2000
33020,6,151.0,1985
33021,11,110.0,2001
33022,10,93.0,1985
33023,11,91.0,2007
33024,5,110.0,2002
33025,7,104.0,1988
33026,11,104.0,2000
33027,7,108.0,1988
33028,7,87.0,2012
33029,4,105.0,2014
33030,5,111.0,2003
33031,5,110.0,2001
33032,7,132.0,1985
33033,5,65.0,1973
33034,7,85.0,2003
33035,7,101.0,1999
33036,5,119.0,1997
33037,7,114.0,1990
33038,10,67.0,1977
33039,3,142.0,1999
33040,5,88.0,1975
33041,5,122.0,1998
33042,5,110.0,2001
33043,10,67.0,1979
33044,5,76.0,1975
33045,15,52.0,1971
33046,5,110.0,2003
33047,7,103.0,1984
33048,10,68.0,1980
33049,5,82.0,1976
33050,5,82.0,1975
33051,7,102.0,1999
33052,15,64.0,1968
33053,7,104.0,1992
33054,7,104.0,1992
33055,5,110.0,2008
33056,7,109.0,1989
33057,5,120.0,1997
33058,7,104.0,1986
33059,7,86.0,2004
33060,10,68.0,1979
33061,11,113.0,2016
33062,5,110.0,2008
33063,5,110.0,2001
33064,10,82.0,1981
33065,5,65.0,1974
33066,5,121.0,1984
33067,7,68.0,2017
33068,10,67.0,1978
33069,7,138.0,1993
33070,7,103.0,1985
33071,10,67.0,1979
33072,5,110.0,2001
33073,14,84.0,1986
33074,15,60.0,1967
33075,10,67.0,1978
33076,7,112.0,1992
33077,7,75.0,1984
33078,10,92.0,1985
33079,11,130.0,2001
33080,5,65.0,1975
33081,5,117.0,1977
33082,7,74.0,1987
33083,7,91.0,2002
33084,7,68.0,2016
33085,7,110.0,1996
33086,10,94.0,1982
33087,7,67.0,2012
33088,5,60.0,1971
33089,7,113.0,1989
33090,5,121.0,1984
33091,7,102.0,1998
33092,5,110.0,2002
33093,7,104.0,1984
33094,5,127.0,1988
33095,5,121.0,1989
33096,5,62.0,1970
33097,5,116.0,2000
33098,5,69.0,1988
33099,6,149.0,1989
33100,10,68.0,1987
33101,10,67.0,1978
33102,11,97.0,2014
33103,5,116.0,2006
33104,5,123.0,1985
33105,5,121.0,1987
33106,10,67.0,1983
33107,10,67.0,1980
33108,5,58.0,1972
33109,7,105.0,1989
33110,11,93.0,2000
33111,15,56.0,1969
33112,5,59.0,1978
33113,10,98.0,1978
33114,5,116.0,1999
33115,7,72.0,1985
33116,10,67.0,1983
33117,6,145.0,1988
33118,5,110.0,2002
33119,5,110.0,2003
33120,7,107.0,1996
33121,5,117.0,2011
33122,11,110.0,2003
33123,11,90.0,2003
33124,14,65.0,1988
33125,3,146.0,1995
33126,5,67.0,1970
33127,7,141.0,1993
33128,15,59.0,1970
33129,5,122.0,1988
33130,14,84.0,1987
33131,5,69.0,1984
33132,14,84.0,1988
33133,5,119.0,1980
33134,5,74.0,1977
33135,7,106.0,1996
33136,5,113.0,2016
33137,3,143.0,1996
33138,5,90.0,1977
33139,6,146.0,1987
33140,10,93.0,1984
33141,14,64.0,1987
33142,5,72.0,1970
33143,6,148.0,1996
33144,5,67.0,1971
33145,10,82.0,1982
33146,5,124.0,1997
33147,9,85.0,2002
33148,7,100.0,2005
33149,7,88.0,2015
33150,5,76.0,1976
33151,6,151.0,1989
33152,5,120.0,1998
33153,10,97.0,1978
33154,14,64.0,1987
33155,7,100.0,1999
33156,5,77.0,1971
33157,5,121.0,1989
33158,4,67.0,2014
33159,7,104.0,1996
33160,7,106.0,1996
33161,7,103.0,1987
33162,11,90.0,2004
33163,11,110.0,2003
33164,5,110.0,2001
33165,14,84.0,1987
33166,7,100.0,1999
33167,5,66.0,1981
33168,10,96.0,1984
33169,7,115.0,1982
33170,5,110.0,2000
33171,10,68.0,1982
33172,7,103.0,1984
33173,6,150.0,1985
33174,7,90.0,2006
33175,11,115.0,2000
33176,10,67.0,1980
33177,7,67.0,2012
33178,14,84.0,1985
33179,5,67.0,1970
33180,10,68.0,1985
33181,7,101.0,1997
33182,5,122.0,1988
33183,5,59.0,1975
33184,5,119.0,1978
33185,11,95.0,2004
33186,5,60.0,1978
33187,5,121.0,1996
33188,7,85.0,2006
33189,5,113.0,2017
33190,7,73.0,1984
33191,5,120.0,1999
33192,14,64.0,1986
33193,10,82.0,1978
33194,5,110.0,2002
33195,10,82.0,1985
33196,7,90.0,2001
33197,14,89.0,1987
33198,14,90.0,1996
33199,7,92.0,2017
33200,11,111.0,2001
33201,15,60.3,1967
33202,5,120.0,1998
33203,7,74.0,1984
33204,7,104.0,1987
33205,5,69.0,1985
33206,10,67.0,1977
33207,5,121.0,1998
33208,10,68.0,1981
33209,11,115.0,2001
33210,14,64.0,1985
33211,5,122.0,1998
33212,10,68.0,1985
33213,5,123.0,1987
33214,7,93.0,2017
33215,5,120.0,1998
33216,7,101.0,1999
33217,5,60.0,1986
33218,7,100.0,2006
33219,5,59.0,1975
33220,10,91.0,1986
33221,5,110.0,2002
33222,7,73.0,1984
33223,14,65.0,1988
33224,5,110.0,2001
33225,5,65.0,1976
33226,5,122.0,1998
33227,7,86.0,2002
33228,5,124.0,1997
33229,10,68.0,1980
33230,7,103.0,1985
33231,7,90.0,2002
33232,5,115.0,2005
33233,10,68.0,1980
33234,10,67.0,1980
33235,10,93.0,1985
33236,7,47.0,2012
33237,10,67.0,1979
33238,17,95.0,2011
33239,5,110.0,2002
33240,11,92.0,2003
33241,7,104.0,1984
33242,10,67.0,1984
33243,7,68.0,2015
33244,15,54.0,1970
33245,7,134.0,1992
33246,10,67.0,1979
33247,11,105.0,1999
33248,11,110.0,2003
33249,5,88.0,1973
33250,15,126.0,1975
33251,11,115.0,2000
33252,7,104.0,1988
33253,5,110.0,2002
33254,10,67.0,1985
33255,7,137.0,1992
33256,14,83.0,1986
33257,7,105.0,1988
33258,10,68.0,1981
33259,11,92.0,2017
33260,10,67.0,1979
33261,10,92.0,1978
33262,11,110.0,2005
33263,14,84.0,1987
33264,7,108.0,1984
33265,5,45.0,1976
33266,7,92.0,2018
33267,10,92.0,1979
33268,7,91.0,2002
33269,5,110.0,2002
33270,7,38.0,2019
33271,5,110.0,2002
33272,7,111.0,1984
33273,7,75.0,1982
33274,5,121.0,1985
33275,15,121.0,1976
33276,7,100.0,2000
33277,15,34.0,1971
33278,7,104.0,1988
33279,5,124.0,1996
33280,14,64.0,1987
33281,10,67.0,1978
33282,7,103.0,1988
33283,10,73.0,1977
33284,7,93.0,2013
33285,5,59.0,1974
33286,15,120.0,1974
33287,5,121.0,1998
33288,5,77.0,1975
33289,5,110.0,2000
33290,7,104.0,1989
33291,10,92.0,1979
33292,10,67.0,1979
33293,7,67.0,2015
33294,10,93.0,1985
33295,5,77.0,1977
33296,14,64.0,1985
33297,5,110.0,2003
33298,14,84.0,1985
33299,10,92.0,1985
33300,7,103.0,1990
33301,10,68.0,1984
33302,7,74.0,1987
33303,7,74.0,1986
33304,10,67.0,1982
33305,7,104.0,1992
33306,10,67.0,1985
33307,10,68.0,1980
33308,5,110.0,2002
33309,11,90.0,2006
33310,5,67.0,1970
33311,11,105.0,2000
33312,10,67.0,1978
33313,7,92.0,2003
33314,5,110.0,2001
33315,5,120.0,1986
33316,10,67.0,1977
33317,7,101.0,1999
33318,11,130.0,2002
33319,10,93.0,1984
33320,7,109.0,1992
33321,11,141.0,2000
33322,7,92.0,2001
33323,5,82.0,1982
33324,7,108.0,1996
33325,5,110.0,2001
33326,7,114.0,1996
33327,10,68.0,1980
33328,5,121.0,1985
33329,7,90.0,2003
33330,5,121.0,1987
33331,7,93.0,2015
33332,7,104.0,1990
33333,10,98.0,1978
33334,10,67.0,1979
33335,7,73.0,1986
33336,11,135.0,2000
33337,14,84.0,1987
33338,10,93.0,1981
33339,11,123.0,1998
33340,11,105.0,2000
33341,5,65.0,1974
33342,5,130.0,1987
33343,5,76.0,1977
33344,10,67.0,1985
33345,5,124.0,1998
33346,14,69.0,1987
33347,7,69.0,2015
33348,7,79.0,1985
33349,7,74.0,1986
33350,10,88.0,1978
33351,7,103.0,1988
33352,7,73.0,1985
33353,7,132.0,1985
33354,5,40.0,1972
33355,5,126.0,1996
33356,14,84.0,1986
33357,5,84.0,1977
33358,10,67.0,1979
33359,7,104.0,1988
33360,15,61.0,1969
33361,10,82.0,1988
33362,6,146.0,1987
33363,5,59.0,1978
33364,5,65.0,1975
33365,5,66.0,1973
33366,3,143.0,1998
33367,7,104.0,1993
33368,9,85.0,2002
33369,5,122.0,1998
33370,7,101.0,1998
33371,7,74.0,1985
33372,15,62.0,1969
33373,11,114.0,2003
33374,7,107.0,1993
33375,15,56.0,1971
33376,7,113.0,1989
33377,7,74.0,1988
33378,10,67.0,1985
33379,7,100.0,1998
33380,5,119.0,1983
33381,5,115.0,2005
33382,4,91.0,2012
33383,7,101.0,1997
33384,10,73.0,1977
33385,11,112.0,2003
33386,10,67.0,1979
33387,7,94.0,2012
33388,5,122.0,1996
33389,7,90.0,2001
33390,14,64.0,1987
33391,5,122.0,1989
33392,7,100.0,1999
33393,3,130.0,2000
33394,11,110.0,2008
33395,5,122.0,1986
33396,10,92.0,1984
33397,7,104.0,1988
33398,5,67.0,1970
33399,5,88.0,1975
33400,11,114.0,2013
33401,7,100.0,1997
33402,5,118.0,1980
33403,10,74.0,1979
33404,14,64.0,1985
33405,15,60.0,1967
33406,11,90.0,2009
33407,7,74.0,1984
33408,6,146.0,1986
33409,5,122.0,1998
33410,5,110.0,2002
33411,2,134.0,1985
33412,5,121.0,1989
33413,7,104.0,1988
33414,5,110.0,2003
33415,7,104.0,1991
33416,5,127.0,1986
33417,7,74.0,1986
33418,5,82.0,1975
33419,5,65.0,1982
33420,11,128.0,1999
33421,7,74.0,1985
33422,10,83.0,1978
33423,7,74.0,1986
33424,5,116.0,2000
33425,5,121.0,1998
33426,7,101.0,1999
33427,11,113.0,2001
33428,5,60.0,1970
33429,5,120.0,1999
33430,7,104.0,1984
33431,10,68.0,1984
33432,7,101.0,1997
33433,7,60.0,2009
33434,14,64.0,1985
33435,10,67.0,1978
33436,10,98.0,1985
33437,7,104.0,1993
33438,9,91.0,1997
33439,5,122.0,1988
33440,10,67.0,1979
33441,7,104.0,1993
33442,5,73.0,1983
33443,11,110.0,2003
33444,7,73.0,1984
33445,7,102.0,1984
33446,14,64.0,1987
33447,5,84.0,1977
33448,10,90.0,1978
33449,10,68.0,1983
33450,7,73.0,1987
33451,11,93.0,2017
33452,10,67.0,1979
33453,10,93.0,1984
33454,7,104.0,1983
33455,10,93.0,1986
33456,5,121.0,1998
33457,10,67.0,1978
33458,7,102.0,1984
33459,3,146.0,1996
33460,5,60.0,1985
33461,10,67.0,1979
33462,7,133.0,1993
33463,10,93.0,1980
33464,7,92.0,2013
33465,7,93.0,2018
33466,17,93.0,2011
33467,5,130.0,1989
33468,12,97.0,2016
33469,5,120.0,1997
33470,7,104.0,1988
33471,5,67.0,1971
33472,5,69.0,1987
33473,7,139.0,1985
33474,7,87.0,2010
33475,9,90.0,1998
33476,5,123.0,1995
33477,14,64.0,1985
33478,7,90.0,2000
33479,10,68.0,1980
33480,5,121.0,1997
33481,5,120.0,1997
33482,5,122.0,1988
33483,7,104.0,1988
33484,7,70.0,2010
33485,7,100.0,1997
33486,18,108.0,2011
33487,10,82.0,1979
33488,14,64.0,1988
33489,5,110.0,2003
33490,10,68.0,1980
33491,5,59.0,1978
33492,10,93.0,1985
33493,11,97.0,2000
33494,11,126.0,1999
33495,5,68.0,1979
33496,11,114.0,2004
33497,14,84.0,1994
33498,5,121.0,1998
33499,5,121.0,1996
33500,10,67.0,1985
33501,7,74.0,1985
33502,10,92.0,1978
33503,7,105.0,1985
33504,5,123.0,1996
33505,14,84.0,1988
33506,10,68.0,1983
33507,5,110.0,2001
33508,7,104.0,1985
33509,7,74.0,1987
33510,7,104.0,1988
33511,5,115.0,2005
33512,10,82.0,1978
33513,15,117.0,1977
33514,5,68.0,1970
33515,7,104.0,1987
33516,10,67.0,1978
33517,3,128.0,2001
33518,7,105.0,1989
33519,5,70.0,1976
33520,10,67.0,1978
33521,10,82.0,1981
33522,5,44.0,1980
33523,10,68.0,1981
33524,3,144.0,1992
33525,7,69.0,2014
33526,11,93.0,2017
33527,5,110.0,2004
33528,7,93.0,2012
33529,7,100.0,2005
33530,5,67.0,1974
33531,10,94.0,1982
33532,5,128.0,1994
33533,10,67.0,1979
33534,10,67.0,1979
33535,7,105.0,1996
33536,5,60.0,1979
33537,10,67.0,1985
33538,5,112.0,2015
33539,10,81.0,1985
33540,5,65.0,1967
33541,7,92.0,2012
33542,11,95.0,2002
33543,9,87.0,2002
33544,5,60.0,1986
33545,5,82.0,1975
33546,9,85.0,2001
33547,10,68.0,1980
33548,5,110.0,2003
33549,5,110.0,2003
33550,7,93.0,2012
33551,11,90.0,2009
33552,14,84.0,1985
33553,7,103.0,1998
33554,10,67.0,1979
33555,7,108.0,1988
33556,6,150.0,1984
33557,7,106.0,1993
33558,5,110.0,2003
33559,7,90.0,2009
33560,7,104.0,1988
33561,5,125.0,1998
33562,7,93.0,2016
33563,11,110.0,2001
33564,5,110.0,2002
33565,15,120.0,1974
33566,5,118.0,1997
33567,10,68.0,1981
33568,7,93.0,2017
33569,9,90.0,1998
33570,5,110.0,2001
33571,5,75.0,1974
33572,11,111.0,2005
33573,10,67.0,1985
33574,11,92.0,2004
33575,7,71.0,2017
33576,5,124.0,1993
33577,7,45.0,2012
33578,7,114.0,1990
33579,6,146.0,1986
33580,5,87.0,1973
33581,5,110.0,2002
33582,5,68.0,1972
33583,11,105.0,2000
33584,4,105.0,2014
33585,14,64.0,1987
33586,5,82.0,1980
33587,5,128.0,1993
33588,11,90.0,2009
33589,7,105.0,1984
33590,7,100.0,2001
33591,10,67.0,1977
33592,6,150.0,1984
33593,7,73.0,1988
33594,10,67.0,1979
33595,10,68.0,1988
33596,7,73.0,1984
33597,10,99.0,1979
33598,10,68.0,1981
33599,7,112.0,1992
33600,10,68.0,1981
33601,11,123.0,2000
33602,3,142.0,1998
33603,7,104.0,1983
33604,10,67.0,1984
33605,5,68.0,1981
33606,14,64.0,1989
33607,7,79.0,1982
33608,10,67.0,1980
33609,11,83.0,2016
33610,5,123.0,1988
33611,7,103.0,1984
33612,10,67.0,1985
33613,10,68.0,1985
33614,11,110.0,2004
33615,7,85.0,2003
33616,5,67.0,1970
33617,0,47.0,2019
33618,14,85.0,1988
33619,5,121.0,1985
33620,14,84.0,1988
33621,7,104.0,1984
33622,5,118.0,1981
33623,15,58.0,1969
33624,7,104.0,1988
33625,5,82.0,1976
33626,5,84.0,1977
33627,15,60.0,1967
33628,7,102.0,1984
33629,7,67.0,2017
33630,7,104.0,1993
33631,3,143.0,1998
33632,15,117.0,1976
33633,11,128.0,2002
33634,10,67.0,1980
33635,10,75.0,1979
33636,7,104.0,1987
33637,7,115.0,1989
33638,5,68.0,1972
33639,14,84.0,1985
33640,7,104.0,1985
33641,7,94.0,2012
33642,3,149.0,1993
33643,5,111.0,2015
33644,10,68.0,1981
33645,7,74.0,1983
33646,11,113.0,2013
33647,5,122.0,1997
33648,5,110.0,2002
33649,5,110.0,2003
33650,9,87.0,2002
33651,11,113.0,2001
33652,14,88.0,1988
33653,7,114.0,1989
33654,5,121.0,1988
33655,10,89.0,1980
33656,5,120.0,1998
33657,10,67.0,1977
33658,11,93.0,2013
33659,10,67.0,1979
33660,4,114.0,2012
33661,5,119.0,1979
33662,5,127.0,1993
33663,7,104.0,1985
33664,10,68.0,1981
33665,10,102.0,1981
33666,5,112.0,2001
33667,5,115.0,2000
33668,5,110.0,2002
33669,3,138.0,1996
33670,10,92.0,1978
33671,5,110.0,2006
33672,5,118.0,1980
33673,7,103.0,1998
33674,7,90.0,2006
33675,10,82.0,1980
33676,5,119.0,1997
33677,15,117.0,1976
33678,7,101.0,1998
33679,7,74.0,1984
33680,7,95.0,2012
33681,3,131.0,2001
33682,5,122.0,1998
33683,5,122.0,1988
33684,7,60.0,2009
33685,5,112.0,2010
33686,5,110.0,2002
33687,11,95.0,2012
33688,10,104.0,1985
33689,10,68.0,1980
33690,10,91.0,1985
33691,7,74.0,1987
33692,7,60.0,2008
33693,10,67.0,1978
33694,14,84.0,1986
33695,5,59.0,1981
33696,5,111.0,2002
33697,10,67.0,1982
33698,10,91.0,1985
33699,14,84.0,1985
33700,7,83.0,1993
33701,7,73.0,1985
33702,11,92.0,2008
33703,5,121.0,1996
33704,5,110.0,2004
33705,7,92.0,2010
33706,7,74.0,1984
33707,5,68.0,1972
33708,11,115.0,2003
33709,10,67.0,1980
33710,5,122.0,1988
33711,5,124.0,1996
33712,5,122.0,1999
33713,6,146.0,1988
33714,14,83.0,1987
33715,7,113.0,1989
33716,7,74.0,1984
33717,7,104.0,1988
33718,10,91.0,1984
33719,10,67.0,1979
33720,7,104.0,1988
33721,10,68.0,1980
33722,10,67.0,1978
33723,10,91.0,1982
33724,5,122.0,1986
33725,5,65.0,1974
33726,5,65.0,1967
33727,7,47.0,2018
33728,5,110.0,2003
33729,4,109.0,2008
33730,7,101.0,1998
33731,5,68.0,1970
33732,5,123.0,1999
33733,10,82.0,1980
33734,7,106.0,1992
33735,7,100.0,2000
33736,7,93.0,2012
33737,5,110.0,2003
33738,14,64.0,1986
33739,11,68.0,2018
33740,5,65.0,1976
33741,7,100.0,1996
33742,7,92.0,2004
33743,7,90.0,2003
33744,10,67.0,1986
33745,5,59.0,1974
33746,7,105.0,1992
33747,7,112.0,1993
33748,10,90.0,1982
33749,5,122.0,1993
33750,9,85.0,2003
33751,11,93.0,2002
33752,5,110.0,2003
33753,14,64.0,1998
33754,11,110.0,2003
33755,11,124.0,1997
33756,7,46.0,2015
33757,5,121.0,1998
33758,5,110.0,2005
33759,10,82.0,1980
33760,10,68.0,1985
33761,14,83.0,1985
33762,5,116.0,1999
33763,7,90.0,2000
33764,7,74.0,1984
33765,7,103.0,1998
33766,7,106.0,1989
33767,14,83.0,1987
33768,7,74.0,1984
33769,7,111.0,1984
33770,11,67.0,2017
33771,7,75.0,1982
33772,11,112.0,2004
33773,7,111.0,1996
33774,5,110.0,2004
33775,7,93.0,2019
33776,5,82.0,1977
33777,5,119.0,1997
33778,10,98.0,1977
33779,5,110.0,2001
33780,5,110.0,2003
33781,10,67.0,1978
33782,15,60.0,1967
33783,5,122.0,2000
33784,17,93.0,2011
33785,7,91.0,2002
33786,7,74.0,1985
33787,10,68.0,1981
33788,7,104.0,1984
33789,10,93.0,1985
33790,7,95.0,2000
33791,7,93.0,2019
33792,10,103.0,1986
33793,10,67.0,1985
33794,5,126.0,1996
33795,8,140.0,1984
33796,7,101.0,1997
33797,7,73.0,1985
33798,15,120.0,1976
33799,7,104.0,1988
33800,9,91.0,1998
33801,5,111.0,2002
33802,7,79.0,1982
33803,5,115.0,1999
33804,5,88.0,1975
33805,6,143.0,1997
33806,10,82.0,1985
33807,5,45.0,1986
33808,7,107.0,1996
33809,10,67.0,1985
33810,5,121.0,1985
33811,5,82.0,1977
33812,7,108.0,1988
33813,10,91.0,1980
33814,5,121.0,1987
33815,7,101.0,1998
33816,5,68.0,1972
33817,7,91.0,2005
33818,11,115.0,2000
33819,0,47.0,2014
33820,5,110.0,2001
33821,10,67.0,1978
33822,7,91.0,2009
33823,7,105.0,1984
33824,7,112.0,1993
33825,5,122.0,1999
33826,14,84.0,1985
33827,7,103.0,1996
33828,7,92.0,2015
33829,7,111.0,1996
33830,5,60.0,1985
33831,15,114.0,1975
33832,7,103.0,1997
33833,7,94.0,2014
33834,5,128.0,1993
33835,7,93.0,2017
33836,10,67.0,1983
33837,5,110.0,2001
33838,7,104.0,1988
33839,10,92.0,1978
33840,5,122.0,1988
33841,6,152.0,1995
33842,5,110.0,2003
33843,10,67.0,1976
33844,7,104.0,1986
33845,10,67.0,1977
33846,5,59.0,1977
33847,10,93.0,1985
33848,10,91.0,1985
33849,11,125.0,1999
33850,7,101.0,1999
33851,7,90.0,2008
33852,11,97.0,2014
33853,10,92.0,1978
33854,7,104.0,1986
33855,10,67.0,1981
33856,10,81.0,1983
33857,7,100.0,1998
33858,14,84.0,1985
33859,7,92.0,2015
33860,7,68.0,2017
33861,5,119.0,1980
33862,5,110.0,2002
33863,7,104.0,1988
33864,7,74.0,2013
33865,10,91.0,1977
33866,10,99.0,1981
33867,7,104.0,1983
33868,5,110.0,2003
33869,5,124.0,1993
33870,10,91.0,1984
33871,7,90.0,2003
33872,7,90.0,2002
33873,11,107.0,1999
33874,14,84.0,1986
33875,7,103.0,1988
33876,3,145.0,1996
33877,5,120.0,1982
33878,5,110.0,2001
33879,7,103.0,1989
33880,5,65.0,1982
33881,6,146.0,1987
33882,7,140.0,1996
33883,5,116.0,2000
33884,15,60.0,1967
33885,7,92.0,2006
33886,14,84.0,1986
33887,7,109.0,1995
33888,5,127.0,1988
33889,7,104.0,1988
33890,14,84.0,1986
33891,5,118.0,2005
33892,5,123.0,1997
33893,5,76.0,1971
33894,11,110.0,2003
33895,10,67.0,1984
33896,7,104.0,1988
33897,5,65.0,1972
33898,10,74.0,1978
33899,5,65.0,1975
33900,15,62.0,1969
33901,7,104.0,1984
33902,7,74.0,1984
33903,5,121.0,1989
33904,7,93.0,2011
33905,11,90.0,2009
33906,7,104.0,1988
33907,5,110.0,2000
33908,7,104.0,1985
33909,10,68.0,1979
33910,5,122.0,1989
33911,7,90.0,2002
33912,7,90.0,2002
33913,10,73.0,1978
33914,14,64.0,1985
33915,10,91.0,1981
33916,10,99.0,1981
33917,11,90.0,2009
33918,10,68.0,1980
33919,10,68.0,1980
33920,5,60.0,1985
33921,7,73.0,1985
33922,5,131.0,1982
33923,11,92.0,2015
33924,5,115.0,2000
33925,7,102.0,1997
33926,11,90.0,2007
33927,10,91.0,1977
33928,7,103.0,1985
33929,3,177.0,1995
33930,11,93.0,2016
33931,5,120.0,1990
33932,10,67.0,1980
33933,10,91.0,1980
33934,5,122.0,1999
33935,5,123.0,1992
33936,10,93.0,1985
33937,5,60.0,1985
33938,7,105.0,1989
33939,10,68.0,1984
33940,11,111.0,2002
33941,7,103.0,1983
33942,5,60.0,1986
33943,5,110.0,2002
33944,10,68.0,1979
33945,10,72.0,1984
33946,14,64.0,1998
33947,15,55.0,1970
33948,7,94.0,2018
33949,14,64.0,1986
33950,5,65.0,1982
33951,5,85.0,1984
33952,7,60.0,2007
33953,5,110.0,2002
33954,7,101.0,1998
33955,15,59.0,1970
33956,5,65.0,1975
33957,5,122.0,1983
33958,7,104.0,1984
33959,5,65.0,1977
33960,5,88.0,1975
33961,10,68.0,1980
33962,7,136.0,1995
33963,10,67.0,1984
33964,7,74.0,1987
33965,15,74.0,1970
33966,10,68.0,1981
33967,11,115.0,2004
33968,7,74.0,1988
33969,7,74.0,1983
33970,10,73.0,1978
33971,10,91.0,1977
33972,7,100.0,1999
33973,5,115.0,2001
33974,14,69.0,1987
33975,5,122.0,1989
